,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.3591300446846894,0.6659956401772656,0.9012720976119076,0.6841520925259781,0.7752029194462692,0.7579732006633128,0.7448942737050335,0.2215527988218819,0.142947616596715,-0.1117963331197572,0.0210958241700691,0.0242661542833342,0.0784405269124665,0.0682999993773115,0.0472395427582374,0.053544040124799,-0.0267492936446271,-0.1218785642658114,-0.0892886182856848,-0.0357063303852705,0.0592647316676425,-0.1439600464247491,-0.0743725083372545,0.0218690302437324,0.0617644117771649,0.0049919154708951,0.0176501562358839,0.0910187578357537,0.1376298691517135,-0.229716025900226,0.0897471587326254,0.1534368984501624,0.1524773553738992,0.0151070011151697,0.1290009888136753,0.0896076258042537,-0.0223650593114208,-0.0372017824353224,-0.1993364992909007,-0.1294120579048445,-0.0011023408620551,0.0925837486160803,0.1018244852517449,-0.0021738212417121,0.0089462493259623
1,-1.3887186577284556,-1.1415913454299182,-0.9531731281055426,-0.4974715105767878,-0.5430911109352411,-0.6909742076854677,-0.7035418798080588,-0.7428228901239281,-0.7016975377102633,-0.7178156587085301,-0.7157820868448072,-0.7302905308308371,-0.7518451727120402,-0.7526104826140082,-0.7268382958673496,-0.7797588916182436,-0.7739964441564128,-0.7522539294915929,-0.7513988319503184,-0.7888950351306354,-0.8136588172343743,-0.8226250929286947,-0.8341281111057819,-0.8475934028921918,-0.8323075640866983,-0.8394102796312436,-0.846064711236384,-0.8411585417374532,-0.8553215955053943,-0.873284910851786,-0.865820334487028,-0.8647085999374404,-0.8692459701023185,-0.8727282517131663,-0.8797760100590222,-0.8692446260655475,-0.8159889928217574,-0.8573487080737084,-0.8689847962497232,-0.8889182149749588,-0.8519760323980244,-0.8872394997582866,-0.9025020455100832,-0.9088705183505472,-0.9137803580319172
2,-0.1252324334805964,-0.4544157597303512,-0.3244614413917051,-0.2454485702766444,-0.2925905070156249,-0.3721220554425717,-0.2419555962163444,-0.2587867914991827,-0.252402800823129,-0.2336824416418585,-0.2707705365874709,-0.2179869051686196,-0.2975748844037781,-0.2736761094042091,-0.3667867871183561,-0.2650431227483061,-0.3315301249752371,-0.2254941425123617,-0.2004241554356637,-0.2741682659586029,-0.3537186270914584,-0.3526589359290799,-0.3222868803960094,-0.3605265540853824,-0.2508911861203152,-0.2924030285140954,-0.3841404909921683,-0.3680364728072092,-0.3089472374914935,-0.3118436579162358,-0.2334363873803941,-0.2721756941491085,-0.2295386165022554,-0.3137701766996355,-0.4375826973409649,-0.2974007608051309,-0.2973770257760266,-0.2853103157968608,-0.3176332974135409,-0.3818001423053274,-0.3455308905872023,-0.352739134632458,-0.3555006583605544,-0.3887926156188145,-0.3711718912125098
3,-1.576782286262461,-1.082867482686318,-0.9361778381696167,-0.8250599223502931,-0.7983389335131257,-0.7286808445650825,-0.6772630814070236,-0.7147020758259385,-0.6998166338343063,-0.6930008045526737,-0.7074270750667381,-0.658077674790361,-0.7525981945522066,-0.7761430960624198,-0.7859724672729897,-0.8162346000497853,-0.734810999076891,-0.7411686585526552,-0.7573928008378663,-0.7776388949421084,-0.7901574004609705,-0.7952091064470125,-0.8029135805730209,-0.8383838265454108,-0.79320224035399,-0.8037905367681007,-0.8133354545419026,-0.8304984810368465,-0.8200220250514179,-0.869386435594895,-0.822301568242785,-0.8030162005309315,-0.8182206867771836,-0.8292736672082076,-0.8383597272269085,-0.7755520024482552,-0.8441723797525191,-0.8389563893453206,-0.852638384454254,-0.8544160340162901,-0.80153720185639,-0.8619653454076869,-0.8677222995102349,-0.858509889283124,-0.8695888396804303
4,-0.6268511403998522,-0.9136454898344768,-0.8279730771938693,-0.838500084155697,-0.8834412096810894,-0.5045116066705695,-0.5081444378848783,-0.5323526629879467,-0.5136047623033675,-0.5024851526258747,-0.5583424756838219,-0.5370046576000531,-0.6094618202118692,-0.6148323048865575,-0.5089631937828263,-0.6291283485118045,-0.5943989704124942,-0.564883399662997,-0.4700755070039533,-0.5018230480752639,-0.5449770444203809,-0.5564178044778687,-0.4720759028208844,-0.5984460073999176,-0.6044989923261178,-0.583468809588828,-0.7200679083421153,-0.6698122139378216,-0.5353635312454633,-0.6512940565583276,-0.544293704960976,-0.6180611576936643,-0.6251772404047993,-0.538389575082113,-0.6594297891510502,-0.5306338977486966,-0.5768881309062373,-0.6049982681992433,-0.6845967376076871,-0.5327560194216162,-0.699502037402786,-0.5113339608333375,-0.6918634597875118,-0.4310089012441441,-0.4991666444767342
5,-0.9555050336841974,-0.9525231022068,-0.8586235553473994,-0.7498178857847967,-0.7598978996485721,-0.7960864378186349,-0.789681893160548,-0.6252383716736399,-0.693717899475419,-0.7467747706966128,-0.658312104652507,-0.759792502297182,-0.6461146773133117,-0.7302684225313093,-0.7674225504055149,-0.7907142049495033,-0.7916534106624135,-0.8035912916188762,-0.8119802660672889,-0.6866996990796329,-0.7401919506358802,-0.7217050710547103,-0.8043631479800968,-0.83950181560647,-0.8674322734710816,-0.8855344550770183,-0.8660790339194886,-0.8361853008014801,-0.8341078471916747,-0.7528214724662695,-0.7876713409805626,-0.8257023102564707,-0.7956865057445555,-0.8416551246425306,-0.8485690003943354,-0.8126849431571828,-0.8427554467199144,-0.6596577483080223,-0.8107184968556183,-0.7353329722076647,-0.801385380452956,-0.754597423640422,-0.8064444345122598,-0.8568917135875651,-0.8241753751512899
6,-1.096044946575775,-1.155932141607452,-0.7829595643505595,-0.6489787789456846,-0.6785743163781636,-0.684066611810609,-0.6917060943586184,-0.6382096289043653,-0.6387459064010116,-0.6536977186344878,-0.6404621457178298,-0.6474751931844422,-0.6552055985051917,-0.7051137689943937,-0.7201931823769191,-0.7548686740709617,-0.7445565719448487,-0.6872733962912809,-0.7557286740638745,-0.7625465736629902,-0.7498951246001114,-0.7788830657870955,-0.7544171392089157,-0.7414633667976439,-0.7541345518003008,-0.7469507623092038,-0.7601893946871261,-0.7705837936264557,-0.8113984818228328,-0.7433437144740219,-0.8095840814576448,-0.8534148009047948,-0.8075414290317029,-0.8706508363840653,-0.8445715705001448,-0.8466078997223377,-0.8555964728649086,-0.8478587962236463,-0.8379435751742981,-0.8503241167710593,-0.8682710781115498,-0.8455837124835636,-0.8713996096343422,-0.8615910629184264,-0.8982349315323711
7,1.2954103697754382,0.8862622874246048,0.4698097756918091,-0.2767311550648862,-0.5006215122231225,-0.5786773995377139,-0.6392519760273644,-0.6003630087335615,-0.6329526514292747,-0.6542539456922611,-0.6772223841005426,-0.6940080185641538,-0.7011996043288744,-0.7172694630654971,-0.7378434710919617,-0.7532864575936723,-0.7722813978088444,-0.7806573349463592,-0.7890716273911552,-0.799210885016634,-0.8172827314082117,-0.8205550749300082,-0.8044169501305186,-0.8164475057017726,-0.8424833411275661,-0.827145760949986,-0.8580864083095538,-0.8530423228062355,-0.864454065528121,-0.855238776784602,-0.8728222268468723,-0.8764801929123006,-0.8680587005581821,-0.8745128722037819,-0.8777548762750531,-0.8828503562853028,-0.8864685377705301,-0.8775382862733081,-0.8779700621600317,-0.8955401882958558,-0.897395027756394,-0.8999988553480458,-0.9031211374894024,-0.9039241830510724,-0.8818419477882671
8,0.47522540522793,-0.0713489226724143,-0.5200611543626011,-0.8347191977719192,-0.7668919825914501,-0.6662878857443528,-0.7732639397401094,-0.710048619126504,-0.6766710371307393,-0.6969635850262887,-0.650811036507277,-0.7282265395738906,-0.7090819876360468,-0.6710208246275713,-0.7426647278327249,-0.7394699082801399,-0.7324601013061633,-0.7614984571425172,-0.7857339902026046,-0.7972698768459134,-0.8126987662644846,-0.8015873072661871,-0.8101705501339357,-0.8197584550780285,-0.825267345918238,-0.8169473710421038,-0.8411180288557535,-0.8459485304775901,-0.788684574027695,-0.8454819488605672,-0.8344358287834214,-0.845402410000284,-0.8508369216832772,-0.8429675050319215,-0.8685027378001469,-0.8626555740116485,-0.8751633506591513,-0.8616744843585766,-0.87005891386826,-0.8645591021084431,-0.872346682634964,-0.8328580717707472,-0.887656192725454,-0.8505972834626482,-0.8750925596850567
9,-1.7591276463838552,-1.1035231407251092,-0.6204651199883334,-0.5400755713010457,-0.4368293857663229,-0.4923059043658092,-0.57881421662907,-0.6186284164515874,-0.585751968340847,-0.5710382859980999,-0.5446321679384207,-0.6248717267943259,-0.6032759816245833,-0.612617845344432,-0.5788349274972246,-0.547479155757479,-0.6360670201444534,-0.648901072497228,-0.5714625932166728,-0.5328125687407782,-0.5352459916231393,-0.5965574097946215,-0.6604237559446822,-0.6025526047253751,-0.5543847133149803,-0.6405705445226569,-0.5974104311971322,-0.6166853956943709,-0.7082934591565889,-0.676645556874412,-0.6850842401436096,-0.6889022678651172,-0.698058030971565,-0.7105548469374641,-0.6557265755845842,-0.7381193700261767,-0.726099527019186,-0.7342017210237932,-0.747570746480115,-0.8464097207115049,-0.7917949935123496,-0.8266415100472124,-0.8790776919928026,-0.8292478376504171,-0.832252572481068
