,1,2,3,4,5,6,7,8,9,10
10,0.041141666666666674,0.20361349206349214,0.4172488489795379,0.5052314147907535,0.5363574992198663,0.5516068618171229,0.5631687622212601,0.6243744386175522,0.6784947134675158,0.6661445098129162
9,0.09659365079365073,0.34222202797202805,0.43497278285675406,0.49862536078191005,0.5177936506169213,0.5958664260842124,0.634666779266182,0.6808309970769592,0.6738559129270056,0.703485626191539
8,0.12497103174603175,0.36049528293344035,0.4322570005140389,0.5115173550637242,0.5841669765587378,0.5885487704439251,0.6516315586049475,0.7041812823114223,0.7212360784283494,0.745099576839441
7,0.16296214341214324,0.3449142285002585,0.5237317313831216,0.5783835961254129,0.5900277947484037,0.6412588867744277,0.6633825066904159,0.6840685243244116,0.7213802434245913,0.716933195805247
6,0.2255111176405293,0.45000174707086454,0.4915975219776216,0.5581596855107057,0.6335258334882713,0.6756969485662824,0.7063914238743622,0.717711718933941,0.7499274609078137,0.7767846964404175
5,0.23918406171142234,0.434955144870738,0.5057445685331388,0.630655398018757,0.6754315825267163,0.7202599383646333,0.7541102335081263,0.7404063575599564,0.7847570064543237,0.790495658465651
4,0.23690662852452585,0.4448225133668845,0.6057460138153099,0.6272117728077956,0.6997443682987268,0.7415377704898045,0.7608704921802922,0.7858449455600351,0.790676318850986,0.8093598698949656
3,0.2364643685241699,0.5471758018231556,0.6396609674106368,0.7015586453657808,0.7198246374871576,0.7663384889540095,0.7977825596798541,0.8101994977904634,0.807605559547908,0.840443218777645
2,0.32646732694601316,0.5861335837385642,0.6938314178429476,0.7520986352232066,0.7611490664712228,0.7982602494332575,0.8088488756483507,0.8185461968897927,0.8232452734451907,0.8340155606795495
1,0.5085051977727801,0.7005592785281972,0.7591006819738729,0.7763370172186785,0.802497873059576,0.8062559176085633,0.8381179033052334,0.8376725294773154,0.8416327604094432,0.8419877596709636
