,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-1.5627503533435414,-1.1814406390056595,-1.0983328091491098,-0.7798418399290974,-0.6792145574446352,-0.5709295774710343,-0.46212490201244627,-0.4206280337641899,-0.4663950869216308,-0.5006357499174782,-0.5072950050118133,-0.581082944135285,-0.5886300633201602,-0.6054653990923483,-0.5885259195149731,-0.6249720375603884,-0.6261657618207964,-0.674924382716872,-0.7046678454097659,-0.7256336271873799,-0.7635851468336088,-0.7688261117528267,-0.7997406243900127,-0.8035634473015509,-0.7992418769492802,-0.8351549938701993
1,-1.7149078184011932,-1.1005727771245564,-0.7569588676630348,-0.6059184083427087,-0.6759980076310474,-0.6953466508543886,-0.711500519446936,-0.7198415589502205,-0.7284242687693833,-0.7325278272890683,-0.7155930657513803,-0.7392461144460785,-0.7454840974335792,-0.7446115602976249,-0.7562420222939537,-0.7594697593969272,-0.7709685675157469,-0.7758507726320633,-0.7762646356305677,-0.7856722388583267,-0.7907415220996451,-0.7971215358509264,-0.806500756306134,-0.8156946673066618,-0.8225531161799657,-0.8292600382652192
2,-1.3999514540532103,-0.9340237039768395,-0.785117762490884,-0.7942925785011862,-0.8193638635755167,-0.7786239994693825,-0.7623338852116341,-0.7482406065113723,-0.7599113005842929,-0.7551027999794238,-0.7605002339272459,-0.7650529931102831,-0.7728229175787575,-0.7653425259202468,-0.7841912304294555,-0.7878371899968462,-0.793309854248675,-0.8023989273464164,-0.8087019315720047,-0.8111199819314155,-0.8184213953888346,-0.8310226657762005,-0.8345433833541496,-0.8450558649974159,-0.850144984572516,-0.8552378288767057
3,-0.7167572107215424,-0.44519624728298673,-0.6476337352043584,-0.7220343347651035,-0.7496675743799037,-0.7322344523888756,-0.7021638306967766,-0.65825528624838,-0.7020924151944805,-0.7040739571227999,-0.7096706135175018,-0.7109495515617047,-0.7183859459473175,-0.7324033671886846,-0.7383620242972989,-0.7400280940744387,-0.7389250125443998,-0.7612929703620872,-0.7542258687947712,-0.7775820255478817,-0.7891977012948194,-0.7969831908310023,-0.8056369860775913,-0.8157861265598789,-0.823984307960512,-0.8320185314235622
4,-1.3434632864305978,-0.87269370026867,-0.7678558022765496,-0.7924028085933622,-0.7715337818869193,-0.7464188097514654,-0.7455935231818623,-0.7503587063414131,-0.75592539820767,-0.7446113694819597,-0.7531063534787503,-0.7570159650034869,-0.7663218624683492,-0.771016528533164,-0.7759966627099734,-0.780949155253159,-0.7853496476042008,-0.7975748183390498,-0.7964779602221599,-0.8098252570221479,-0.8118575101134812,-0.8196306905147799,-0.8258470791627572,-0.8297124302844323,-0.8380703194390864,-0.8461579141850879
5,0.8498575313503824,0.4580933886849753,-0.296948407508599,-0.5931482284360521,-0.481697248284177,-0.6497943080831924,-0.6519862182745115,-0.6469138985511209,-0.653224232211847,-0.6834183226512498,-0.7078658489206837,-0.72057156300543,-0.711143951175408,-0.7360495978434399,-0.7448069112071436,-0.7489371089560763,-0.7699288491144151,-0.7716783873848607,-0.7869490765239019,-0.8017091325626615,-0.7980779890996998,-0.8033652116862668,-0.8131212806002058,-0.8252034451302759,-0.8360912178235114,-0.8499549872842631
6,0.8867444953794635,0.001664588938100046,-0.758874406926506,-0.8194430094099773,-0.7803397526083983,-0.7512976772801999,-0.7261845874570075,-0.7371181074809156,-0.7321157661133504,-0.7351094812621439,-0.732405072902912,-0.7250126881542702,-0.742574348625463,-0.7407974967971607,-0.7549483959563404,-0.7603970892376194,-0.7726617886787651,-0.7700419448360631,-0.7879246016812531,-0.7906030522498567,-0.798284861214463,-0.8043122984004518,-0.8132688419021081,-0.8195860498791161,-0.8269884387761172,-0.8393530186482776
7,-0.7515420248854243,-1.1133773887582916,-0.760495443286926,-0.6520882634878951,-0.6289820052782655,-0.702660646529273,-0.6983763189845835,-0.7044092732270874,-0.7164539504763249,-0.7325776710164672,-0.7384196795142842,-0.7354826122322802,-0.7463227098415405,-0.7540261534579759,-0.7559667263956448,-0.7647888885513828,-0.7710800642522128,-0.7673361342232363,-0.7742806047285743,-0.7898184310607546,-0.7971268777489794,-0.802433283229248,-0.8119085243818089,-0.8185084465958985,-0.828234922457604,-0.8346189774045861
8,-1.1913080454404796,-1.1124801440408616,-0.6689275940298348,-0.5164682610434428,-0.6154283934747167,-0.6654003069462168,-0.6715560691384059,-0.6803748673708179,-0.6919360941918303,-0.7339264801363115,-0.7221071318501482,-0.7450146854828954,-0.7312721083803018,-0.7483462140712187,-0.762232200508103,-0.7578389400697156,-0.768875036602832,-0.7651970254305537,-0.7824697099052863,-0.7927472526856109,-0.8030246065035357,-0.8118676357801075,-0.8231971058308295,-0.8413188241859354,-0.8429451450411074,-0.8572485303741992
9,-1.0505315045457935,-1.2554190342433929,-1.0589902541718805,-1.0092739373882493,-0.9447123504804693,-0.6731605324817729,-0.7418334038453975,-0.7310813006028005,-0.6132597367746273,-0.6327723859363106,-0.6426773104210953,-0.6481146730331722,-0.6751656013598979,-0.6974843034279965,-0.6957555224409115,-0.708324626133046,-0.706292034318603,-0.7214097426482025,-0.7491376437788928,-0.7580932009563787,-0.7698572283462612,-0.7895985327270882,-0.8043976374081273,-0.8199896774851504,-0.8361517395538152,-0.8458116693132354
