,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-0.27174918186438035,-0.6363660704072384,-0.7853110170164318,-0.5735685996427297,-0.5702917767955353,-0.6167365677284831,-0.5833171896546231,-0.5902858189309753,-0.5716732091839619,-0.5551796449390036,-0.555390460101667,-0.5480877627950224,-0.5491304904223041,-0.5547496166588751,-0.5418344220195969,-0.5203602387190901,-0.5329237375655055,-0.5307175136884911,-0.494367827030545
1,-0.5457715744192557,-1.0543818307063284,-1.0284476709828116,-0.823366116270506,-0.7396500272993796,-0.3606550661773002,-0.41050283671796883,-0.44657380501468275,-0.46835745536963846,-0.3970092324687745,-0.3712219266830812,-0.4032403367455942,-0.3387303457267458,-0.37473080920994384,-0.4895191048481945,-0.4386487323113502,-0.3853805134023063,-0.2659914350965641,-0.28478581825659416
2,-1.7029221333934816,-1.183582027702742,-1.0669798732095093,-0.8473327504032798,-0.6261630846159525,-0.6299160872823475,-0.5038805121298581,-0.5673770251603901,-0.6047156740523876,-0.6350985666290982,-0.6902754960359724,-0.6031484576090897,-0.7063251264657888,-0.6377794278797738,-0.6788933576091235,-0.6401023565529682,-0.63939758004259,-0.6727647007698083,-0.7135183240633926
3,-0.3320287181581273,-0.5209524939303776,-0.5241975873102683,-0.5705787282112674,-0.6094250284774336,-0.6161244084791301,-0.5889436028957612,-0.5763842607035821,-0.5414292281833734,-0.5253370647843246,-0.544022077236099,-0.5160591263921278,-0.5333912639556194,-0.5189595377143329,-0.5123202512592548,-0.48929732896553035,-0.4814852267014113,-0.49201710075858895,-0.49538163715503536
4,1.2402435890464911,1.1491312427958418,0.5244300856969507,-0.07545319056496447,-0.36419821572645195,-0.5326646180357645,-0.5372737879903107,-0.6219615414072486,-0.5561041035635694,-0.5747081140260442,-0.6565465019768136,-0.6764074221758597,-0.7520674771090492,-0.6619157339025705,-0.6645958557556136,-0.5559128706541165,-0.6131765925155944,-0.5590910011193582,-0.7673840238737513
5,-1.1229392035222678,-0.9747826296827924,-0.6423020668935961,-0.4557240988451919,-0.413730836741149,-0.39549152630754186,-0.38749024116208775,-0.34639136545813176,-0.33958421280718604,-0.3100341077245018,-0.2955817554412675,-0.2920126560424855,-0.2758478825920058,-0.2784131385909453,-0.26953593415363103,-0.2309475830729491,-0.23173219415774257,-0.2179233336321767,-0.21923981732007627
6,-0.08050083036708378,-0.04183140060923813,-0.12505324115959543,-0.1236769877408236,-0.12384156239556014,-0.20114636315194628,-0.20276061224761652,-0.22676202052722078,-0.22603404814830774,-0.28272766839474117,-0.22871601633386207,-0.22321267692248548,-0.23592121561805893,-0.19115036247387673,-0.22093391607187568,-0.18831236911140556,-0.20105910315975434,-0.1582583074891546,-0.1658984628835222
7,-1.1023684958406719,-0.8742105059272228,-0.8258942245178488,-0.7738220600645581,-0.3971340326677807,-0.07586022346558245,-0.5079741469645718,-0.2981727419274838,-0.423335110548601,-0.5212863373846309,-0.33810330740671457,-0.3273454720285277,-0.4492900549427432,-0.536672537714863,-0.5043237295730865,-0.7096068155211046,-0.47472871777566317,-0.21117689681596588,-0.36887603569155886
8,-0.5450590931980059,-0.7823613874251402,-0.7157615529175654,-0.6409511088603043,-0.5778774403056203,-0.628426490372469,-0.5926758855112256,-0.5551898149085899,-0.5576700296081203,-0.5309868799880277,-0.5418953741347967,-0.534902742448823,-0.50508488712162,-0.49176872996337345,-0.5039419330857807,-0.4909248811063635,-0.4829029021251278,-0.4848433145965985,-0.4736940281632484
9,-1.585492652375168,-1.1595887855607578,-0.7194058917136145,-0.20326964332475078,-0.290511462739644,-0.27197803144723554,-0.3327043815386607,-0.30744505867490785,-0.26446711286049607,-0.22830513518539944,-0.32565359044835374,-0.29122494288325,-0.3197683611913315,-0.3499369346911415,-0.3536728141093438,-0.3060904192237754,-0.31550031275196416,-0.21641913310450125,-0.2852709398541499
