,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.2926878303029783,0.901050523974562,0.6981105681511296,0.21065023855934673,0.00043110241824081323,-0.06578227107801249,-0.06599904585254675,0.022568626441209112,-0.027173678183015137,-0.08742600505674376,-0.1590089345945738,-0.1088458652232713,-0.08346390265494942,-0.07178490371118394,-0.1116927964955012,-0.13802077605477345
1,-1.2796334396195719,-1.1274835666732723,-0.6575460194336816,-0.3294044997671323,-0.37232768987354925,-0.3169178512897875,-0.30438693643956405,-0.2795038921956615,-0.23590146780307242,-0.3221626692648645,-0.29191345097129484,-0.2732983301148871,-0.28983827758840985,-0.25652181854574385,-0.29160049520345505,-0.24099945475763035
2,-0.9067558068586306,-0.852544966770503,-0.7865405949803642,-0.5472743479740464,-0.5779612882769519,-0.44576262283412127,-0.4375618769209302,-0.38997089870808477,-0.47164394262102843,-0.35429445687040706,-0.35934124361073994,-0.42989296990659287,-0.4421448121665034,-0.4801718837685325,-0.38790977802960436,-0.47632648381849974
3,-1.9517341858076875,-1.2530910603121748,-0.9634842090009735,-0.8329613504916865,-0.7270390021641816,-0.8140165492526062,-0.5760350848340957,-0.5641715547803271,-0.5506423342342466,-0.5250310668069802,-0.55537878211325,-0.51694128214032,-0.4982729812533952,-0.48916276523026075,-0.47485715898575026,-0.49156155167105864
4,-1.6318845004018856,-1.1426881845326262,-1.0101993140507632,-0.6579394915362933,-0.19963388463768264,-0.2035560177830591,-0.20840080818415024,-0.20531679829057312,-0.2288555974308892,-0.25371043681389954,-0.21266717599428125,-0.24225464790249132,-0.2420657164695255,-0.23912923829774868,-0.22867330031785407,-0.20617146639033718
5,0.5923548734878976,0.7418049417268981,0.4276619772848207,0.18503421132508835,0.1097748331864795,0.04627359798637158,-0.03332074405616951,0.024360286399264186,-0.03216189343998947,-0.10303334419545634,-0.14819619540144766,-0.04659178931916019,-0.07197608131641431,-0.10230245341777976,-0.07007512394075241,-0.07128410676744865
6,-0.5902714908080174,-0.7092809871702306,-0.9808759560518987,-0.8474654804862496,-0.948434274894143,-0.6912091571684115,-0.6606863023491539,-0.5193076548925382,-0.519951956283075,-0.46116929351391533,-0.49084554316643353,-0.4584256523694573,-0.4136725195004466,-0.4557080892454722,-0.4478745396985085,-0.4337580711451729
7,-2.121538348316488,-1.423812426911546,-0.8650981960874514,-0.37742431847763014,-0.5573594565835411,-0.5812270905073804,-0.5583285839015477,-0.5026430282473345,-0.49140766026683075,-0.42483270786429617,-0.43277803448804536,-0.4243506240220893,-0.3394213341761042,-0.4153492116315927,-0.419537624149447,-0.37477557492493707
8,-0.7253271829165168,-0.6752547094945761,-0.5076777759390888,-0.4884204727540135,-0.41093287169566495,-0.4587267030529753,-0.43187816985489497,-0.40922989838418977,-0.39809388982600363,-0.3916663783384999,-0.37777985064473685,-0.36781200596206703,-0.3691973124295305,-0.36458064215515273,-0.3453739964478366,-0.3479379522356959
9,-1.5480596534516726,-0.9545765186407987,-0.47853204558238965,-0.3757977390959017,-0.43083824423420286,-0.47341404300739676,-0.39491424981500406,-0.3610422220220205,-0.40397316515569626,-0.34874053091826956,-0.29155170624833066,-0.3132677505031471,-0.36737220458757924,-0.38818799624969874,-0.264574950908466,-0.195210347652932
10,-0.8093293988260494,-0.8293557047345882,-0.5850756418892635,-0.4169463264089995,-0.3092259539403902,-0.3559340187631562,-0.3821126783994828,-0.3689795753907672,-0.3465498708117723,-0.3291233462715817,-0.33955482219630817,-0.31282673667087235,-0.3234483355624447,-0.3252099717035284,-0.3058775648416087,-0.31701193903204605
