,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-0.926757329846001,-1.0183099582444373,-1.1362245829222537,-0.9148322065639893,-0.7740596489665438,-0.6210247058193936,-0.5379320076726914,-0.47790718669523785,-0.4362293973399062,-0.35631703752883,-0.35768042190840954,-0.31391269042501585,-0.27532929664045164,-0.26455117389206934,-0.22997851789686843,-0.20775179763332455,-0.2077892113576605,-0.18496161352817,-0.18813833170467256,-0.15118478279339576,-0.14497228928675082,-0.12991256635153706,-0.1388325203998317,-0.12065244799562613,-0.08605052792599102,-0.08312051622535005,-0.07807708308784861,-0.061336216897654706,-0.045481561467996076
1,-0.9506288461140127,-1.0210790265222163,-0.9851722546518215,-0.9793086141027831,-0.8026926654810548,-0.7294005862855012,-0.671260306888006,-0.5242769167994414,-0.5072644951398741,-0.5059399768249078,-0.4804304775947781,-0.4235831011473124,-0.37179568727571816,-0.34749109367837633,-0.3009685484852701,-0.31852109864369743,-0.2559216844294095,-0.3082711573277457,-0.3136089476456748,-0.3016333813921897,-0.2309241527581746,-0.23511066277412532,-0.27246973671256774,-0.22347730922269216,-0.1830336447523572,-0.2203665787089871,-0.18698303348842457,-0.21936712091922664,-0.16442302968708097
2,-1.3027089470289348,-0.9634216653295157,-0.7072157205265587,-0.5704564279687085,-0.3048018344886289,-0.27725240421830544,-0.2557311786884498,-0.26288170118718157,-0.23705350511553336,-0.1937107748321496,-0.15702242797334992,-0.17621693694641669,-0.14300642532902286,-0.0977989895656769,-0.09395287836961691,-0.1045397405024258,-0.08993162581335853,-0.07186508575086713,-0.06070796306139172,-0.07451856782847768,-0.020570440840283987,-0.02474419119781274,-0.03187061892717205,0.005685392289950932,-0.004028885380300085,0.016895254368594927,0.0446690375998699,0.03375036942576262,0.059729179532496714
3,-1.1701881151880416,-1.0501215634614685,-0.97593743455957,-0.7359153424739107,-0.2650767442676172,-0.09469741010596291,0.003509552631946334,-0.07038593150565517,-0.071466842996868,-0.08379338785533819,-0.09057943699810295,-0.11121013891865211,-0.08547359398277797,-0.054353769365714205,-0.06460493928597512,-0.029863700081167482,-0.04783690766486695,-0.034275480601494074,0.013488764113174557,0.023700159835268672,0.028092802393532096,0.06026942333735217,0.06642249005749604,0.09500060818089028,0.10361081424695724,0.09089226824819446,0.1120970001983389,0.12660248480869807,0.1315767190950454
4,-0.6761406947169456,-0.826832233098588,-0.6996955980748638,-0.40295281434779917,-0.20976214095455595,-0.1687513082658875,-0.15646524134110748,-0.19319726413503366,-0.19465427904284874,-0.17763081069324366,-0.16787722068714522,-0.1669965595271567,-0.12882286788380168,-0.11976093650767233,-0.09916615767411202,-0.07801588755913938,-0.0695287119477155,-0.05547834115500049,-0.027868883161793465,-0.014151119547755088,-0.012210556181876553,0.004176349283047168,0.002575184705096941,0.030317876631335176,0.03443257463957737,0.04300406860955476,0.042457160427633096,0.058188719088791724,0.07167257231271508
5,-1.6609856704618577,-1.2084262223713995,-0.9764477815613468,-0.8427710122793031,-0.7776059348124975,-0.5662166207412515,-0.5221769202351443,-0.45403487966975953,-0.364344749416382,-0.3366518736431789,-0.2877739676597183,-0.29406909492860506,-0.2419819436469462,-0.21959053602855627,-0.24691088578949327,-0.20201947321756125,-0.19524033935905172,-0.14574785153063166,-0.13503710108746209,-0.1454250991200756,-0.12298671577685001,-0.14637110842041345,-0.10800409339169431,-0.0670317749920735,-0.08811093183649361,-0.029135578909334887,-0.04599974437561269,-0.04834040698871975,-0.017186301622871752
6,-0.6392705704388639,-0.9374907245857378,-0.9694575636333077,-1.0099421237853639,-0.9718412818826644,-0.7024618432775719,-0.6019435382306044,-0.5872821708573828,-0.5324574313719277,-0.48137079663632143,-0.40902623146191364,-0.40879863504605596,-0.33772149368053783,-0.3139770143305202,-0.30486435433957043,-0.33263698805547115,-0.27759915047808187,-0.305379669943186,-0.31599953718254375,-0.28234092801872984,-0.2662877010177405,-0.24535544952688568,-0.24520475856390014,-0.21565515524205012,-0.20656012778208374,-0.19832953469020168,-0.21803042089406138,-0.21980611303564357,-0.21837451508196137
7,-0.6072350084898874,-0.6313451220713157,-0.489615540821232,-0.5898613252608633,-0.3157076661733235,-0.31793932645960016,-0.23030327375382872,-0.2514572889649974,-0.2178748956092021,-0.17968138460261493,-0.15322515451847096,-0.1369602178300897,-0.14489240625277217,-0.12979377278960266,-0.11591585662026534,-0.0776194349100914,-0.05321395917868076,-0.04347168588069887,-0.013859464742925732,-0.015409097771628133,-0.03855410484820625,-0.02534250920157632,0.009659781188167023,-0.014315898091120827,0.00814866878534933,0.03511563258363429,0.04021440367157551,0.043608250015002785,0.05488243291077486
8,-0.5611188516115968,-0.6979438527981779,-0.5758249442939154,-0.49462234848504366,-0.34747560562275775,-0.2821813660368094,-0.29241587258563,-0.2920553942102703,-0.2651140541831786,-0.2444533117002227,-0.2514874549452899,-0.221312275174112,-0.21552880849246103,-0.18505803341231306,-0.1600524617722144,-0.15310707087697975,-0.16050015012704488,-0.14743075260831207,-0.13089459481211874,-0.11759771348805656,-0.10212109078937809,-0.08246553738646845,-0.1011388970431,-0.072496245006719,-0.06370127692371223,-0.04417298006238217,-0.016148257212748908,-0.027775306806634047,-0.013691179147799345
9,0.9280270043615073,1.0807313771133757,1.1683554043237567,1.1240633825332753,1.0588353902455927,1.0051672857038167,0.8101690201202292,0.020729685992788006,-0.17114987668493475,-0.16734247414102169,-0.11429065852614169,-0.08203533228045398,-0.055176958457094735,-0.0677708081668467,-0.05356019871989209,0.003447812539053583,0.020142673717538473,0.02383777621393327,0.06733114880849489,0.1312698267944723,0.09705329781333961,0.09307372545517166,0.12408065639553449,0.16159558117699094,0.17972960577208386,0.15881866143617002,0.16775060661650976,0.16512012766669207,0.20305711394086243
