,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-1.996304842364518,-1.3373341192341073,-0.9808165146316372,-0.967522538837476,-0.8495570813616862,-0.6292382231692369,-0.21038880199175045,-0.28766025923793775,-0.29888115289444794,-0.29407900100743173,-0.2990429123319038,-0.2197210725315673,-0.2235832231911364,-0.24109209530829237,-0.2248725118364533,-0.18849529758071334,-0.18036799705332637,-0.1587470555854593,-0.1676866871262928,-0.15092316231992062,-0.12989329148431134,-0.11899633589698158,-0.11348841348140197,-0.11893102765972793
1,-0.8980031215471818,-1.018405540520834,-0.6501933163696056,-0.6180523353519737,-0.7675043085549375,-0.10771485654609195,0.021980759623489558,-0.03258910701068543,-0.09066010980594817,-0.02993043739121813,-0.1176228705907661,-0.1416542393482512,-0.10037974550232352,-0.044553827325095455,-0.045099429485968394,-0.03816392116938653,-0.05597607553005138,0.03346414210899073,-0.03630540517317299,-0.013072601304497177,-0.007985516733511864,0.007923955826009181,0.0403869525331131,-0.003512283112095816
2,1.0042677984510249,0.6849910576961602,0.6837608165100992,0.36662397774060235,-0.033641386783784574,-0.052521235223510994,-0.12440731551064896,-0.1001866201948782,-0.12006418743847634,-0.09054125162428607,-0.07115136796562194,-0.09325707373387924,-0.07073624865421527,-0.08571596153083755,-0.07171452248405294,-0.022821344271142154,-0.018088795185474984,-0.046814439605564445,0.004518019577795296,-0.02091114487015817,-0.0008724503960745311,0.012173583934500656,0.03692673971934262,0.014184966800956385
3,-0.3535375753806087,-0.7178252750927598,-0.972874694186198,-0.9564897890750458,-0.7739468214190643,-0.47780848056185443,-0.24049315799932067,-0.2960469208227659,-0.3736003728320308,-0.3546444212538651,-0.307677640455452,-0.27919167628485336,-0.3319175477775188,-0.24806900946431107,-0.26667982914835403,-0.23336135912726844,-0.24168658407473742,-0.21696107169583626,-0.23074905319839933,-0.20218698655027714,-0.19306059285144156,-0.2002894210769236,-0.14416103406338956,-0.23836987949887437
4,-1.3664065079173886,-0.986159366735001,-0.47888698478790753,-0.2577782662384843,-0.30848237403705187,-0.33398310802166076,-0.2205003187213488,-0.12729068867563412,-0.09435218744144461,-0.11471141070122758,-0.03575549154959573,-0.013961960813074631,-0.004008146383023346,-0.07409975302794539,-0.06078529365943579,0.015706320905331708,0.01840425587146856,0.0736465271357417,0.1117805034694842,0.08964141631707007,0.129997088638683,0.11898547979251824,0.07659247210522428,0.1009934341925447
5,-0.8343113846994039,-0.8528584451617598,-0.8576407305070044,-0.6532371965132542,-0.6456706165121652,-0.4014851109147924,-0.4199165275194526,-0.4202722950315362,-0.427915415603794,-0.41098871754241145,-0.3810095521499989,-0.3629779017539331,-0.35974627640045637,-0.3193985143160725,-0.32841188660375004,-0.238148412183696,-0.27199297328783256,-0.2420132675785247,-0.20221670813810197,-0.18753323739995967,-0.19463933590807256,-0.23244541858972323,-0.20721644303212844,-0.20491557215797618
6,0.561528463081804,0.15021557998253326,0.04052827199418185,-0.09740724650811694,-0.1329649498502084,0.10199485378641672,0.07928799125458073,0.16978382640499784,0.11323059095690981,0.2513048461533704,0.27712646580932,0.19852783944453212,0.3183203191257249,0.208633945440636,0.4001282173895945,0.2770657952343336,0.2549250825901025,0.2781154997488588,0.2691365258645784,0.2278872900629912,0.26926470957869914,0.4290515291662357,0.3788844973860968,0.5103704998331806
7,0.9250041409887112,1.0447168749327251,0.9758303314946299,0.546421823343952,-0.2430274726081341,-0.36048236794829935,-0.36029238033403777,-0.30464532524052157,-0.2345515533068333,-0.2902870248252256,-0.24971930050805624,-0.24068476152246696,-0.25185165634794865,-0.23122361644831957,-0.19015572100803402,-0.1912896330026487,-0.17245124558477992,-0.17010723247265874,-0.11880994357335968,-0.11942172036351233,-0.0711478825033997,-0.08123106897432507,-0.07135658611661648,-0.09709439866441931
8,1.383090642086725,1.0301632842143427,0.46130443054005205,-0.04611232550556156,-0.05001521961266232,-0.017325407056185873,0.0919086830838413,0.06763202858344369,0.15274528281223643,0.1826647089682427,0.16144962143123637,0.1326805381582145,0.11302234601719789,0.31544199437695725,0.162946200020206,0.2768246410129586,0.16259550539551768,0.20272526332638977,0.09322047446515705,0.25705091293122667,0.22595541336819003,0.2043229879521901,0.13378836147222295,0.1448234115288159
9,-1.5954697262751445,-1.0477182674891503,-0.6900948556385872,-0.4691824742236017,-0.47378825684440873,-0.4424738043660527,-0.4272384084391857,-0.42025140558594126,-0.36884880513049134,-0.3187239411858774,-0.3433053421214867,-0.26954225322849323,-0.359579232545889,-0.31011764424601945,-0.23366321778619256,-0.2518249058513004,-0.20298115094576344,-0.2468712986253041,-0.21636763948002588,-0.21388084788873804,-0.22530421804461687,-0.23148271545859506,-0.24722270357701456,-0.24579091265780645
