,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
321298,09/02/2021,01101,35,Montgomery County,AL,38.0,86037,86033.0,45.2,81581,47.0,22869,64.8,92.1,110157.0,48.6,110140.0,57.8,103188.0,59.4,27789.0,78.8,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
324468,09/01/2021,01101,35,Montgomery County,AL,37.8,85604,85600.0,44.9,81210,46.8,22827,64.7,92.1,109785.0,48.5,109768.0,57.6,102857.0,59.3,27754.0,78.7,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
326222,08/31/2021,01101,35,Montgomery County,AL,37.6,85191,85187.0,44.7,80847,46.6,22784,64.6,92.1,109269.0,48.2,109252.0,57.3,102403.0,59.0,27691.0,78.5,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
328611,08/30/2021,01101,35,Montgomery County,AL,37.5,84905,84901.0,44.6,80599,46.4,22753,64.5,92.0,109052.0,48.1,109035.0,57.2,102214.0,58.9,27662.0,78.4,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
334750,08/29/2021,01101,35,Montgomery County,AL,37.2,84209,84206.0,44.2,80084,46.1,22712,64.4,92.0,108512.0,47.9,108495.0,56.9,101789.0,58.6,27619.0,78.3,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
336193,08/28/2021,01101,34,Montgomery County,AL,37.0,83738,83735.0,43.9,79676,45.9,22657,64.2,92.0,107994.0,47.7,107977.0,56.7,101329.0,58.4,27566.0,78.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
340883,08/27/2021,01101,34,Montgomery County,AL,37.0,83717,83714.0,43.9,79656,45.9,22657,64.2,92.0,107944.0,47.7,107927.0,56.6,101282.0,58.3,27565.0,78.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
344042,08/26/2021,01101,34,Montgomery County,AL,36.7,83046,83043.0,43.6,79071,45.5,22470,63.7,91.9,106960.0,47.2,106945.0,56.1,100408.0,57.8,27265.0,77.3,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
346762,08/25/2021,01101,34,Montgomery County,AL,36.5,82709,82706.0,43.4,78796,45.4,22443,63.6,91.9,106613.0,47.1,106598.0,55.9,100115.0,57.7,27236.0,77.2,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
350925,08/24/2021,01101,34,Montgomery County,AL,36.3,82319,82316.0,43.2,78466,45.2,22405,63.5,91.9,106228.0,46.9,106213.0,55.7,99781.0,57.5,27178.0,77.0,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
352252,08/23/2021,01101,34,Montgomery County,AL,36.2,82038,82035.0,43.1,78231,45.1,22384,63.4,91.9,105952.0,46.8,105938.0,55.6,99549.0,57.3,27149.0,77.0,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
354997,08/22/2021,01101,34,Montgomery County,AL,36.0,81648,81645.0,42.8,77941,44.9,22362,63.4,91.9,105571.0,46.6,105557.0,55.4,99254.0,57.2,27128.0,76.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
359532,08/21/2021,01101,33,Montgomery County,AL,35.8,81024,81021.0,42.5,77468,44.6,22316,63.3,91.9,105020.0,46.4,105006.0,55.1,98810.0,56.9,27097.0,76.8,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
362031,08/20/2021,01101,33,Montgomery County,AL,35.6,80634,80631.0,42.3,77171,44.5,22276,63.1,91.9,104662.0,46.2,104648.0,54.9,98535.0,56.8,27068.0,76.7,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
365391,08/19/2021,01101,33,Montgomery County,AL,35.5,80317,80314.0,42.2,76922,44.3,22242,63.0,91.8,104181.0,46.0,104167.0,54.7,98108.0,56.5,27030.0,76.6,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
369062,08/18/2021,01101,33,Montgomery County,AL,35.3,79983,79980.0,42.0,76653,44.2,22221,63.0,91.8,103770.0,45.8,103756.0,54.5,97756.0,56.3,26995.0,76.5,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
372412,08/17/2021,01101,33,Montgomery County,AL,35.2,79732,79729.0,41.8,76438,44.0,22201,62.9,91.8,103520.0,45.7,103506.0,54.3,97540.0,56.2,26972.0,76.4,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
377248,08/16/2021,01101,33,Montgomery County,AL,35.0,79360,79357.0,41.6,76122,43.8,22119,62.7,91.8,102926.0,45.4,102912.0,54.0,96997.0,55.9,26852.0,76.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
378093,08/15/2021,01101,33,Montgomery County,AL,35.0,79182,79179.0,41.6,76005,43.8,22106,62.7,91.8,102717.0,45.4,102703.0,53.9,96832.0,55.8,26841.0,76.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
383353,08/14/2021,01101,32,Montgomery County,AL,34.7,78581,78578.0,41.2,75539,43.5,22069,62.6,91.8,101808.0,45.0,101794.0,53.4,96123.0,55.4,26787.0,75.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
387078,08/13/2021,01101,32,Montgomery County,AL,34.7,78554,78551.0,41.2,75518,43.5,22069,62.6,91.8,101789.0,44.9,101775.0,53.4,96107.0,55.4,26787.0,75.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
388214,08/12/2021,01101,32,Montgomery County,AL,34.5,78250,78247.0,41.1,75284,43.4,22040,62.5,91.8,101236.0,44.7,101222.0,53.1,95668.0,55.1,26742.0,75.8,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
393681,08/11/2021,01101,32,Montgomery County,AL,34.5,78044,78041.0,41.0,75117,43.3,22026,62.4,91.7,100799.0,44.5,100785.0,52.9,95285.0,54.9,26708.0,75.7,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
393950,08/10/2021,01101,32,Montgomery County,AL,34.4,78017,78014.0,40.9,75101,43.3,22023,62.4,91.7,100760.0,44.5,100746.0,52.9,95251.0,54.9,26704.0,75.7,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
398724,08/09/2021,01101,32,Montgomery County,AL,34.4,77845,77842.0,40.9,74962,43.2,22004,62.4,91.7,100475.0,44.4,100462.0,52.7,95014.0,54.7,26686.0,75.6,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
401547,08/08/2021,01101,32,Montgomery County,AL,34.3,77575,77572.0,40.7,74763,43.1,21990,62.3,91.7,99753.0,44.0,99740.0,52.3,94446.0,54.4,26655.0,75.6,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
403764,08/07/2021,01101,31,Montgomery County,AL,34.2,77558,77555.0,40.7,74746,43.1,21990,62.3,91.7,99696.0,44.0,99683.0,52.3,94390.0,54.4,26652.0,75.5,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
407334,08/06/2021,01101,31,Montgomery County,AL,34.2,77383,77380.0,40.6,74605,43.0,21976,62.3,91.7,99212.0,43.8,99200.0,52.1,93988.0,54.1,26607.0,75.4,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
410712,08/05/2021,01101,31,Montgomery County,AL,34.0,77053,77050.0,40.4,74340,42.8,21951,62.2,91.7,98337.0,43.4,98325.0,51.6,93277.0,53.7,26548.0,75.2,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
416099,08/04/2021,01101,31,Montgomery County,AL,34.0,76936,76933.0,40.4,74253,42.8,21946,62.2,91.7,98074.0,43.3,98062.0,51.5,93074.0,53.6,26536.0,75.2,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
416949,08/03/2021,01101,31,Montgomery County,AL,33.9,76817,76814.0,40.3,74154,42.7,21935,62.2,91.7,97776.0,43.2,97764.0,51.3,92827.0,53.5,26505.0,75.1,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
421580,08/02/2021,01101,31,Montgomery County,AL,33.7,76439,76436.0,40.1,73875,42.6,21902,62.1,91.7,96525.0,42.6,96515.0,50.7,91884.0,52.9,26438.0,74.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
424788,08/01/2021,01101,31,Montgomery County,AL,33.7,76436,76433.0,40.1,73873,42.6,21902,62.1,91.7,96521.0,42.6,96511.0,50.7,91880.0,52.9,26437.0,74.9,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
427951,07/31/2021,01101,30,Montgomery County,AL,33.7,76246,76243.0,40.0,73721,42.5,21884,62.0,91.7,96003.0,42.4,95993.0,50.4,91445.0,52.7,26401.0,74.8,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
433070,07/30/2021,01101,30,Montgomery County,AL,33.7,76217,76214.0,40.0,73692,42.4,21884,62.0,91.7,95959.0,42.4,95949.0,50.4,91410.0,52.7,26401.0,74.8,D,14.0,15.0,15.0,15.0,Metro,2.0,3.0,3.0,3.0
433749,07/29/2021,01101,30,Montgomery County,AL,33.6,76089,76086.0,39.9,73591,42.4,21872,62.0,91.7,95525.0,42.2,95515.0,50.1,91055.0,52.5,26374.0,74.8,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
437465,07/28/2021,01101,30,Montgomery County,AL,33.5,75938,75935.0,39.9,73467,42.3,21860,62.0,91.7,95081.0,42.0,95071.0,49.9,90681.0,52.2,26349.0,74.7,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
442209,07/27/2021,01101,30,Montgomery County,AL,33.4,75704,75701.0,39.7,73272,42.2,21848,61.9,91.7,94277.0,41.6,94267.0,49.5,90018.0,51.9,26292.0,74.5,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
444048,07/26/2021,01101,30,Montgomery County,AL,33.4,75613,75610.0,39.7,73201,42.2,21842,61.9,91.7,93969.0,41.5,93959.0,49.3,89770.0,51.7,26272.0,74.5,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
449668,07/25/2021,01101,30,Montgomery County,AL,33.3,75455,75452.0,39.6,73078,42.1,21829,61.9,91.7,93544.0,41.3,93534.0,49.1,89426.0,51.5,26244.0,74.4,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
451283,07/24/2021,01101,29,Montgomery County,AL,33.2,75292,75289.0,39.5,72948,42.0,21809,61.8,91.7,93170.0,41.1,93160.0,48.9,89143.0,51.4,26221.0,74.3,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
453307,07/23/2021,01101,29,Montgomery County,AL,33.2,75167,75164.0,39.4,72843,42.0,21801,61.8,91.7,92859.0,41.0,92849.0,48.7,88905.0,51.2,26195.0,74.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
456811,07/22/2021,01101,29,Montgomery County,AL,33.2,75164,75161.0,39.4,72840,42.0,21801,61.8,91.7,92852.0,41.0,92842.0,48.7,88899.0,51.2,26195.0,74.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
461608,07/21/2021,01101,29,Montgomery County,AL,33.1,74965,74962.0,39.3,72672,41.9,21787,61.8,91.7,92522.0,40.9,92512.0,48.6,88629.0,51.1,26174.0,74.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
463152,07/20/2021,01101,29,Montgomery County,AL,33.0,74802,74799.0,39.3,72543,41.8,21770,61.7,91.7,92216.0,40.7,92206.0,48.4,88385.0,50.9,26148.0,74.1,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
469168,07/19/2021,01101,29,Montgomery County,AL,32.9,74599,74596.0,39.1,72374,41.7,21745,61.6,91.7,91898.0,40.6,91888.0,48.2,88143.0,50.8,26120.0,74.0,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
471817,07/18/2021,01101,29,Montgomery County,AL,32.9,74485,74482.0,39.1,72279,41.6,21734,61.6,91.7,91723.0,40.5,91713.0,48.1,88015.0,50.7,26107.0,74.0,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
475310,07/17/2021,01101,28,Montgomery County,AL,32.8,74347,74344.0,39.0,72175,41.6,21720,61.6,91.7,91513.0,40.4,91503.0,48.0,87843.0,50.6,26080.0,73.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
476116,07/16/2021,01101,28,Montgomery County,AL,32.8,74323,74320.0,39.0,72157,41.6,21719,61.6,91.7,91489.0,40.4,91479.0,48.0,87823.0,50.6,26080.0,73.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
479987,07/15/2021,01101,28,Montgomery County,AL,32.7,74162,74159.0,38.9,72021,41.5,21695,61.5,91.7,91265.0,40.3,91255.0,47.9,87642.0,50.5,26064.0,73.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
483103,07/14/2021,01101,28,Montgomery County,AL,32.2,72875,72872.0,38.2,70854,40.8,21474,60.9,91.7,89841.0,39.7,89831.0,47.1,86424.0,49.8,25827.0,73.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
485834,07/13/2021,01101,28,Montgomery County,AL,32.2,72868,72865.0,38.2,70847,40.8,21474,60.9,91.7,89835.0,39.7,89825.0,47.1,86418.0,49.8,25827.0,73.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
490258,07/12/2021,01101,28,Montgomery County,AL,32.1,72779,72776.0,38.2,70780,40.8,21467,60.8,91.7,89716.0,39.6,89706.0,47.1,86327.0,49.7,25817.0,73.2,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
495580,07/11/2021,01101,28,Montgomery County,AL,32.0,72588,72585.0,38.1,70630,40.7,21442,60.8,91.7,89409.0,39.5,89399.0,46.9,86094.0,49.6,25796.0,73.1,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
498313,07/10/2021,01101,27,Montgomery County,AL,32.0,72448,72445.0,38.0,70511,40.6,21422,60.7,91.7,89260.0,39.4,89250.0,46.8,85967.0,49.5,25786.0,73.1,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
499447,07/09/2021,01101,27,Montgomery County,AL,32.0,72446,72443.0,38.0,70509,40.6,21422,60.7,91.7,89255.0,39.4,89245.0,46.8,85962.0,49.5,25786.0,73.1,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
503691,07/08/2021,01101,27,Montgomery County,AL,31.9,72258,72255.0,37.9,70340,40.5,21399,60.7,91.7,89086.0,39.3,89076.0,46.7,85819.0,49.4,25768.0,73.0,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
506678,07/07/2021,01101,27,Montgomery County,AL,31.8,71924,71921.0,37.7,70057,40.4,21376,60.6,91.7,88703.0,39.2,88693.0,46.5,85502.0,49.3,25745.0,73.0,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
510808,07/06/2021,01101,27,Montgomery County,AL,31.7,71810,71807.0,37.7,69964,40.3,21365,60.6,91.7,88581.0,39.1,88571.0,46.5,85398.0,49.2,25737.0,72.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
514249,07/05/2021,01101,27,Montgomery County,AL,31.7,71803,71800.0,37.7,69957,40.3,21365,60.6,91.7,88569.0,39.1,88559.0,46.5,85386.0,49.2,25737.0,72.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
517565,07/04/2021,01101,27,Montgomery County,AL,31.6,71538,71535.0,37.5,69755,40.2,21341,60.5,91.7,88263.0,39.0,88253.0,46.3,85147.0,49.0,25711.0,72.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
520421,07/03/2021,01101,26,Montgomery County,AL,31.6,71538,71535.0,37.5,69755,40.2,21341,60.5,91.7,88260.0,39.0,88250.0,46.3,85144.0,49.0,25711.0,72.9,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
524688,07/02/2021,01101,26,Montgomery County,AL,31.5,71283,71280.0,37.4,69524,40.0,21262,60.3,91.7,87858.0,38.8,87848.0,46.1,84765.0,48.8,25592.0,72.5,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
527791,07/01/2021,01101,26,Montgomery County,AL,31.5,71274,71271.0,37.4,69515,40.0,21262,60.3,91.7,87851.0,38.8,87841.0,46.1,84758.0,48.8,25592.0,72.5,D,14.0,14.0,15.0,15.0,Metro,2.0,2.0,3.0,3.0
531014,06/30/2021,01101,26,Montgomery County,AL,31.3,70946,70943.0,37.2,69242,39.9,21226,60.2,91.7,87387.0,38.6,87377.0,45.9,84369.0,48.6,25560.0,72.4,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
534232,06/29/2021,01101,26,Montgomery County,AL,31.3,70915,70912.0,37.2,69219,39.9,21225,60.2,91.7,87352.0,38.6,87342.0,45.8,84340.0,48.6,25560.0,72.4,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
536935,06/28/2021,01101,26,Montgomery County,AL,31.2,70586,70583.0,37.0,68930,39.7,21179,60.0,91.7,86959.0,38.4,86949.0,45.6,84001.0,48.4,25511.0,72.3,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
539917,06/27/2021,01101,26,Montgomery County,AL,31.1,70403,70400.0,36.9,68775,39.6,21163,60.0,91.7,86469.0,38.2,86459.0,45.4,83576.0,48.1,25452.0,72.1,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
542538,06/26/2021,01101,25,Montgomery County,AL,31.0,70189,70186.0,36.8,68569,39.5,21131,59.9,91.7,85865.0,37.9,85855.0,45.1,83045.0,47.8,25382.0,71.9,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
546968,06/25/2021,01101,25,Montgomery County,AL,30.9,70059,70056.0,36.8,68452,39.4,21115,59.8,91.7,85610.0,37.8,85600.0,44.9,82847.0,47.7,25359.0,71.9,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
548603,06/24/2021,01101,25,Montgomery County,AL,30.9,70034,70031.0,36.8,68428,39.4,21115,59.8,91.7,85588.0,37.8,85578.0,44.9,82826.0,47.7,25359.0,71.9,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
552158,06/23/2021,01101,25,Montgomery County,AL,30.9,69939,69936.0,36.7,68340,39.4,21106,59.8,91.7,85342.0,37.7,85332.0,44.8,82632.0,47.6,25331.0,71.8,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
554929,06/22/2021,01101,25,Montgomery County,AL,30.8,69793,69790.0,36.6,68210,39.3,21089,59.8,91.7,85126.0,37.6,85116.0,44.7,82452.0,47.5,25311.0,71.7,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
560097,06/21/2021,01101,25,Montgomery County,AL,30.8,69689,69686.0,36.6,68111,39.2,21088,59.8,91.7,84966.0,37.5,84956.0,44.6,82331.0,47.4,25299.0,71.7,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
561396,06/20/2021,01101,25,Montgomery County,AL,30.7,69638,69635.0,36.5,68064,39.2,21087,59.8,91.7,84807.0,37.4,84797.0,44.5,82211.0,47.4,25294.0,71.7,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
567818,06/19/2021,01101,24,Montgomery County,AL,30.7,69487,69484.0,36.5,67928,39.1,21075,59.7,91.7,84552.0,37.3,84542.0,44.4,82024.0,47.2,25272.0,71.6,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
567858,06/18/2021,01101,24,Montgomery County,AL,30.5,69026,69023.0,36.2,67553,38.9,21031,59.6,91.7,84020.0,37.1,84010.0,44.1,81598.0,47.0,25223.0,71.5,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
571681,06/17/2021,01101,24,Montgomery County,AL,30.4,68939,68936.0,36.2,67475,38.9,21029,59.6,91.7,83966.0,37.1,83956.0,44.1,81552.0,47.0,25220.0,71.5,D,14.0,14.0,14.0,15.0,Metro,2.0,2.0,2.0,3.0
574698,06/16/2021,01101,24,Montgomery County,AL,29.6,66940,66937.0,35.1,65858,37.9,20814,59.0,91.7,80608.0,35.6,80598.0,42.3,78713.0,45.3,24842.0,70.4,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
580679,06/15/2021,01101,24,Montgomery County,AL,29.4,66545,66542.0,34.9,65557,37.8,20779,58.9,91.7,80348.0,35.5,80339.0,42.2,78517.0,45.2,24820.0,70.3,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
581984,06/14/2021,01101,24,Montgomery County,AL,29.4,66543,66540.0,34.9,65555,37.8,20778,58.9,91.7,80345.0,35.5,80336.0,42.2,78514.0,45.2,24819.0,70.3,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
587102,06/13/2021,01101,24,Montgomery County,AL,29.4,66503,66500.0,34.9,65523,37.7,20772,58.9,91.7,80313.0,35.5,80304.0,42.1,78486.0,45.2,24813.0,70.3,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
589599,06/12/2021,01101,23,Montgomery County,AL,29.2,66162,66159.0,34.7,65261,37.6,20730,58.8,91.7,80064.0,35.4,80055.0,42.0,78292.0,45.1,24795.0,70.3,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
591773,06/11/2021,01101,23,Montgomery County,AL,29.2,66061,66058.0,34.7,65174,37.5,20729,58.8,91.7,79975.0,35.3,79966.0,42.0,78211.0,45.1,24794.0,70.3,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
594792,06/10/2021,01101,23,Montgomery County,AL,29.0,65679,65676.0,34.5,64816,37.3,20696,58.7,91.7,79738.0,35.2,79729.0,41.8,78041.0,45.0,24773.0,70.2,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
599138,06/09/2021,01101,23,Montgomery County,AL,28.5,64562,64560.0,33.9,63795,36.7,20532,58.2,91.7,78925.0,34.8,78916.0,41.4,77452.0,44.6,24709.0,70.0,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
602729,06/08/2021,01101,23,Montgomery County,AL,28.2,63970,63968.0,33.6,63341,36.5,20462,58.0,91.7,78478.0,34.7,78469.0,41.2,77107.0,44.4,24675.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
604622,06/07/2021,01101,23,Montgomery County,AL,28.2,63863,63861.0,33.5,63250,36.4,20448,58.0,91.7,78388.0,34.6,78379.0,41.1,77024.0,44.4,24667.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
608890,06/06/2021,01101,23,Montgomery County,AL,28.2,63838,63836.0,33.5,63226,36.4,20444,57.9,91.7,78362.0,34.6,78353.0,41.1,77001.0,44.4,24664.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
610556,06/05/2021,01101,22,Montgomery County,AL,28.1,63709,63707.0,33.4,63105,36.4,20437,57.9,91.7,78243.0,34.5,78234.0,41.1,76890.0,44.3,24659.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
614880,06/04/2021,01101,22,Montgomery County,AL,28.1,63706,63705.0,33.4,63104,36.4,20437,57.9,91.7,78238.0,34.5,78229.0,41.1,76886.0,44.3,24659.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
620094,06/03/2021,01101,22,Montgomery County,AL,28.1,63594,63593.0,33.4,62993,36.3,20426,57.9,91.7,78113.0,34.5,78106.0,41.0,76773.0,44.2,24648.0,69.9,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
621958,06/02/2021,01101,22,Montgomery County,AL,28.0,63393,63392.0,33.3,62795,36.2,20404,57.8,91.8,77991.0,34.4,77984.0,40.9,76662.0,44.2,24639.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
624798,06/01/2021,01101,22,Montgomery County,AL,27.9,63285,63284.0,33.2,62688,36.1,20389,57.8,91.8,77947.0,34.4,77940.0,40.9,76620.0,44.1,24630.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
629976,05/31/2021,01101,22,Montgomery County,AL,27.9,63278,63277.0,33.2,62681,36.1,20387,57.8,91.8,77936.0,34.4,77929.0,40.9,76609.0,44.1,24630.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
630289,05/30/2021,01101,22,Montgomery County,AL,27.9,63261,63260.0,33.2,62664,36.1,20386,57.8,91.8,77922.0,34.4,77915.0,40.9,76596.0,44.1,24630.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
634635,05/29/2021,01101,21,Montgomery County,AL,27.9,63219,63218.0,33.2,62622,36.1,20379,57.8,91.8,77904.0,34.4,77897.0,40.9,76578.0,44.1,24625.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
639235,05/28/2021,01101,21,Montgomery County,AL,27.9,63136,63135.0,33.1,62540,36.0,20369,57.7,91.8,77869.0,34.4,77862.0,40.9,76543.0,44.1,24619.0,69.8,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
642851,05/27/2021,01101,21,Montgomery County,AL,27.7,62743,62742.0,32.9,62149,35.8,20317,57.6,91.8,77604.0,34.3,77597.0,40.7,76284.0,43.9,24591.0,69.7,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
645386,05/26/2021,01101,21,Montgomery County,AL,27.7,62693,62692.0,32.9,62099,35.8,20308,57.6,91.8,77408.0,34.2,77401.0,40.6,76095.0,43.8,24542.0,69.6,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
647885,05/25/2021,01101,21,Montgomery County,AL,27.6,62524,62523.0,32.8,61930,35.7,20282,57.5,91.8,77257.0,34.1,77250.0,40.5,75955.0,43.8,24529.0,69.5,D,13.0,14.0,14.0,15.0,Metro,1.0,2.0,2.0,3.0
