,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2.011343616187185,1.3113422522101696,1.0703242459143707,0.6853072876978976,0.3357857921953222,-0.2607312122371787,-0.4066040709110533,-0.4133005602151866,-0.3946400678882069,-0.4768837450657853,-0.5215990758740812,-0.6150881736981894,-0.6697346327101341,-0.6910610703727164,-0.7126267550893112,-0.7425246508264405,-0.7547647765237497,-0.7521061322993808,-0.7815948772332548,-0.7740537866474162,-0.8021089330273926,-0.8139954032827154,-0.8233596109700699,-0.837159657134344,-0.8492379991516237,-0.8649833343605865,-0.8719336048290933,-0.8840608846224777
1,-0.4633886428805648,-0.646006221140922,-0.852932161703869,-0.9356193398066562,-0.918043478612758,-0.8800276051092966,-0.7434868448733474,-0.8020389314070844,-0.7683014358603726,-0.7792671530766342,-0.7585850216446358,-0.7650874621253275,-0.7919792679037956,-0.8363872468633575,-0.8305626145750574,-0.8293799879619673,-0.8649468871586924,-0.8595649435658393,-0.8610293788996465,-0.8674908501923029,-0.8841081658937354,-0.9017967159441808,-0.895207275495604,-0.905214882608278,-0.9113777134336558,-0.9220716909908668,-0.9300536236657816,-0.9392512594921676
2,0.7070764560179343,0.2596969678790652,-0.1644935643084484,-0.3552915210441268,-0.5252559032287243,-0.7236066628724188,-0.72990664364433,-0.7412705519113939,-0.7662463451036927,-0.8106623972181051,-0.8078885938744762,-0.8207618290492007,-0.8499932511802988,-0.8488379459289385,-0.8549409244666075,-0.870938027175832,-0.8816144752701703,-0.8867189032270147,-0.8950515867325509,-0.9005350067447639,-0.905945184148192,-0.9144373550268,-0.9207938562362152,-0.926125633964018,-0.9303839226044656,-0.9331750594591548,-0.938720736588892,-0.9398622246390932
3,0.8448703096534718,0.4443087853261489,-0.1333029697760443,-0.6814180597194178,-0.7803191059068424,-0.8779067382652181,-0.8740521291613736,-0.8679319204768765,-0.8630185947819614,-0.864215848292503,-0.877610996678058,-0.8693509390088334,-0.882438050337385,-0.8825600143324002,-0.8963253599182526,-0.9018858928004436,-0.904853248118782,-0.8932445345042764,-0.9097090326861872,-0.9092621629960927,-0.9176819222560147,-0.9255640809267164,-0.931394234000196,-0.933056550564132,-0.9313893478155792,-0.9354376214800476,-0.9404515891097084,-0.9467462450397116
4,1.3599799537105062,0.8837456916876291,0.2625631335133592,-0.4059154760123573,-0.5352850431801279,-0.4335125114462423,-0.5235250071327807,-0.5875816641515824,-0.5873328887208462,-0.6185352795942834,-0.6420918758830739,-0.6637025945554267,-0.7052182259159637,-0.7094656628104112,-0.7079258662461884,-0.73261961465025,-0.7679696837792573,-0.7938100035073405,-0.8033629940805773,-0.8242251315008888,-0.8388065368555916,-0.8549505047050786,-0.8669930876110667,-0.8796296518205814,-0.8885506483388638,-0.8985707469279129,-0.9089899262215464,-0.9154251088204818
5,-1.2062194635661545,-0.9289033111938132,-0.9143171107977548,-0.7971883825961361,-0.770294053260829,-0.7624048609680155,-0.7079655550663507,-0.671920576914833,-0.7079117077096774,-0.6568289913000348,-0.671005334708589,-0.7474492873107546,-0.6840082996278682,-0.753010460818476,-0.7752192257805637,-0.7933624478829905,-0.8165814385517676,-0.8282066810379091,-0.8514966111395483,-0.8535959385621421,-0.8617440516428256,-0.8836436158640639,-0.8812132953635234,-0.8958989464398266,-0.9020610130029004,-0.917532331093164,-0.9266444531063256,-0.9303653473178106
6,-0.3929726591651492,-0.5510738292051375,-0.5696995222031419,-0.5604358768535486,-0.4412571168863338,-0.314416855713806,-0.4694890293476313,-0.5019683461023335,-0.5326252192575922,-0.5209005907163557,-0.6092474857919535,-0.5696484543347341,-0.6238443078758322,-0.6887932731334646,-0.6511307564282037,-0.7126778520862305,-0.7436942414096835,-0.7339191392336306,-0.7316364598520528,-0.7755807091918102,-0.7974659109134783,-0.8087009939400157,-0.8248826082488041,-0.8408591197210704,-0.8484537351357644,-0.8644540267361026,-0.8752109880614681,-0.8890162705811346
7,-1.824873330098737,-1.4610080792703504,-1.173425127586851,-1.0981020571873172,-0.9882828433556682,-0.9883941264823743,-0.9836412932522376,-0.84357093051261,-0.8230368278238194,-0.7784331371600378,-0.7945987965599756,-0.8285975698347023,-0.8336002711362879,-0.7819653385152749,-0.8410411947277651,-0.8421847828916493,-0.8243547502815052,-0.8158934014372909,-0.8065137807890415,-0.8336640150815148,-0.8460446108281031,-0.8580318577153984,-0.8741188682849153,-0.8760352038148037,-0.8928285232534418,-0.8984854433403994,-0.909792025240336,-0.9171112655915306
8,-1.446877473156584,-1.052632600081437,-0.6541584498330882,-0.7229627796626548,-0.6398844139743994,-0.6672251950039164,-0.679167116008053,-0.6402738497854726,-0.6118462510167851,-0.6662274298923614,-0.7057898375698122,-0.7039272999038572,-0.7463500913666548,-0.759810221693529,-0.7730995222975634,-0.7884877875166107,-0.8058747351077433,-0.8228675911467406,-0.8358575015635753,-0.8494579386767217,-0.8607240375162485,-0.8779395586057909,-0.8844957987057405,-0.893161331820286,-0.9074311623479626,-0.9101485656929036,-0.9229852594543866,-0.9271042687896192
9,-1.6158526597866425,-1.0435077013333776,-0.9449846392010784,-0.8135795246875249,-0.8498177061516995,-0.7572422424827384,-0.7616891880532464,-0.8262922421111476,-0.762548307998725,-0.7603990586328321,-0.7620639706169098,-0.7811371015016076,-0.8009183703400473,-0.8256622255079683,-0.8266178554237527,-0.6034872725545154,-0.7736400539009392,-0.7990671236710992,-0.8183351556809054,-0.8396667137205347,-0.8521597983260151,-0.868609930153907,-0.87638615119419,-0.8868593595305876,-0.899532304406545,-0.9090120215563235,-0.91357852810009,-0.9188068106439892
10,0.798118142254119,0.3766344837023717,-0.0297348103013315,-0.1110910952875256,-0.3514176193317092,-0.1603928209593084,-0.3195552259672268,-0.2764304619719541,-0.2698830029034468,-0.4406647529963348,-0.4789586587827045,-0.5015191041365227,-0.6686291111768334,-0.76590862026278,-0.781510689176661,-0.8148855043303762,-0.8539331402199821,-0.8618296826838635,-0.8953673399016505,-0.8848114126478857,-0.9112532308034276,-0.8815292389796208,-0.8934317392231059,-0.9157508162429632,-0.9224785532819608,-0.9234412037932332,-0.926838798000436,-0.9299045675202582
11,1.6965493152156683,1.4408506566479815,1.2545091274273787,1.127174849098298,0.92727996613428,0.96363998306714,0.2799660831523778,-0.5574095726641424,-0.6940979792639302,-0.7160815887668064,-0.7686136670277546,-0.7812126171437939,-0.7868287318656947,-0.807791400434981,-0.8117460011339149,-0.829536363059558,-0.8248803204892112,-0.8250278905061567,-0.8359210194037641,-0.8423890192858838,-0.8590900313075688,-0.8710018661650789,-0.8810868295047485,-0.8881336229744423,-0.8992421837204579,-0.90779672138368,-0.9139288621327316,-0.9231031060743228
12,-1.0770692115640823,-0.9413922307063703,-0.6872329558977008,-0.7616298966150045,-0.7945854719420903,-0.7683279385096451,-0.7724533993796094,-0.7636996869375867,-0.7221732183140953,-0.7204479139992509,-0.7307762537588238,-0.7412367164894152,-0.7597347823769294,-0.7886844154337406,-0.7862730349859987,-0.8000208225405093,-0.8055354817245419,-0.8210552031966423,-0.826736004336508,-0.844070103619762,-0.8602543493251107,-0.8701311178087775,-0.8805607556972107,-0.891535415004754,-0.905285169647513,-0.9090394264512268,-0.9155852719725414,-0.9251562348270532
13,1.2073541501815903,0.7871007546025758,0.4734891444432643,-0.3875998339607589,-0.4661457206998111,-0.4547765382334536,-0.4138913769147487,-0.3949028622258452,-0.453929321255174,-0.3685904488087384,-0.5205075278278833,-0.6653372931068756,-0.7385448690238825,-0.7330916198766547,-0.760068316982333,-0.7788807926051624,-0.810167414330965,-0.8099888277622669,-0.8364278031032247,-0.8458469315416809,-0.8580597331344766,-0.8687235606559897,-0.8793811251438018,-0.892257328028531,-0.9033462017732132,-0.913602697040337,-0.9176390810634714,-0.9243683009901152
14,-1.540102737324014,-1.0730652085810313,-0.9669400808830942,-0.9061369870695336,-0.8375400568086402,-0.761609090181726,-0.7715391897738199,-0.7372968405425537,-0.7376386238004016,-0.7622345431939308,-0.7731757560156579,-0.783055164439285,-0.7975327286532081,-0.8115739418026698,-0.8147668498585596,-0.8433860996641185,-0.8543617268483812,-0.8580787462798144,-0.8757755600346783,-0.8782028438923889,-0.8858055709757857,-0.8886443071486166,-0.8949252369699128,-0.901258602396636,-0.9107916838989494,-0.916825305135456,-0.9255636234417842,-0.9304140695247388
15,-1.7952327488262052,-1.1036237480108,-0.9372065693612206,-0.794179841253765,-0.6528498025077557,-0.7081096950824615,-0.791811629517049,-0.8007574781995714,-0.8164186289780735,-0.8362496392164469,-0.8551983620145857,-0.859943657390097,-0.8690751220736026,-0.8680521177266175,-0.8794146750377841,-0.8832901755730409,-0.8955070424686974,-0.8956943089306493,-0.9079531002834224,-0.9124595583369638,-0.9073768825741374,-0.9156295799542185,-0.9167433407697811,-0.9250072433110554,-0.9317975681754616,-0.9388488210038124,-0.9437495003134848,-0.9453582648072204
16,-1.3950456211770783,-1.0508320852245392,-1.0127997041850645,-0.7577300412513545,-0.8212101768869976,-0.7417375332697518,-0.7864368969949517,-0.7439811317708791,-0.7378563851760964,-0.7613183463189349,-0.7713039255025268,-0.7821040027114456,-0.8071166508537776,-0.8101713162815418,-0.8042488386950145,-0.8311080024189821,-0.8587044669166564,-0.8742860119832154,-0.8760937856769229,-0.8768327987930238,-0.8810448424081854,-0.890108352219028,-0.8949564841041311,-0.9046351642344056,-0.9129128662331508,-0.9196069576539304,-0.927148598303044,-0.9296708614119986
17,-0.7601950441214441,-1.0441187412701116,-1.0644043377542474,-1.0158277863823448,-1.0428308324545412,-0.9922248297434456,-0.934993338124477,-0.8799798781883111,-0.8743325401328914,-0.8527582888087355,-0.8303673846837256,-0.8292014995646819,-0.8275597613312253,-0.8376740250591698,-0.8265270576749952,-0.6739396895790133,-0.7721073347142391,-0.7989115999688371,-0.8235404051958224,-0.844136984220423,-0.8452049213244138,-0.8645891328988207,-0.872932920130104,-0.883288421639663,-0.8849496814756298,-0.8979513912741554,-0.9065915971335736,-0.9172889842459055
