,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-1.1094671213625176,-0.9564540204582995,-0.6423735020027102,-0.11223106428276679,-0.05850263019614364,-0.020733511356963046,-0.09644946706032816,-0.053541041843962384,-0.0716048158434696,-0.024471721568970723,-0.1440906737270498,-0.16859037537297072,-0.11591010101950465,-0.07533274820691152,-0.08645889998034469,-0.08428473732780777,-0.09702031168043986,-0.2289654617187568,-0.1354270197267606,-0.13575077568996136
1,-1.227773171094381,-0.8183028428254238,-0.46763151418577786,-0.4131879211615556,-0.0448853151056583,-0.16575721967564622,0.039108646523457885,0.008739603317447461,-0.14183628957136096,-0.10169851780161891,-0.0570069455172111,-0.039144532546104616,-0.07032030024643844,-0.19501693179448495,-0.12445051588350965,-0.13324653188985083,-0.14089670664720347,-0.20872761245954355,-0.1321570504935142,-0.07020490184573318
2,1.000776910793413,0.6492742461136068,0.5665677896599994,0.391897875801991,0.3381300086219493,0.37255685381158066,0.30383406906274313,0.27872027952241385,0.267143761388564,0.246058082277463,0.43399005930374296,0.3095448626596718,0.24926678489276313,0.2937996515253772,0.2374124030637131,0.21504620006652114,0.22219018530936382,0.2215897962162871,0.21996023825126176,0.20352289902796789
3,-1.54737948087755,-1.1711090066376184,-1.0425210090319725,-0.425805975133006,0.13058447199038847,0.04781159417927605,-0.06603746699694427,-0.02023854786343913,-0.04478667908898468,-0.07657028169099067,-0.0883485267427574,-0.1217710104786178,-0.1232561697117738,-0.15657477305855347,-0.10150201731998676,-0.05379420735234232,-0.12161453498753727,-0.11914817802529239,-0.09109862900928081,-0.1102201551860662
4,-0.5837689350602239,0.16542310338179017,0.4804754484071469,0.4195183472636038,0.18753334303580227,0.1326720168226692,0.07374708332309748,0.0782326243465212,0.06788175883614997,0.08195388067484542,0.03494710318541173,0.06623263209087658,0.05745359761800145,0.012596641444804742,0.05587630813543456,-0.012715052822070066,-0.028030983829910816,-0.036027445545794304,-0.046189441611368426,-0.07807219181729147
5,-0.8814624124301048,-0.5820081926460284,-0.49466447068519753,0.0761853419624379,-0.005777607270042923,-0.2986753882795647,-0.060268494842400766,-0.11843560064835894,-0.08013460729451108,-0.07754294895234655,-0.09016664531622237,-0.24117194597688577,-0.1362930067969237,-0.07321669894612935,-0.2186400959079966,-0.11433387280297534,-0.10469845554734375,-0.11102392762426852,-0.10905115332919303,-0.12920413517561896
6,-1.4654232793505209,-1.0456817267406642,-0.3289335718914631,-0.09141607193180465,-0.08147227354402113,0.021624692635419263,-0.07445765310611069,0.013702269538650546,-0.04543006353915964,-0.07599598979552538,-0.3834313414858748,-0.11859384748941669,-0.10291592107701325,-0.108543209841028,-0.10866277193116608,-0.1433816150218779,-0.11314996022990247,-0.12852555444750227,-0.11410691009456864,-0.1885108205257737
7,-1.3110925765490387,-0.9025229611757094,-0.5686191828624746,-0.21427054550536023,-0.021339506388748986,0.07474751814943026,0.06880311091473153,-0.044337996305355794,-0.031447326125612116,-0.09842358712888731,-0.06842119340346671,-0.0676695205911402,-0.16648635381173332,-0.1584636826467714,-0.15014898103169447,-0.09312392234589233,-0.07848324957776322,-0.1354057533624481,-0.11027621459899199,-0.10796041505503505
8,-1.1329589730748433,-0.7269649991719651,-0.3217809169692258,-0.1177837277070897,0.0515012153846502,0.17494417396593018,0.15076318925428892,0.09467023283966082,0.07057815532756323,0.09956245890986784,0.04069836051030673,-0.00965201638293298,0.07533648085678557,0.035773819800237874,-0.01436967018473787,0.04976039562043399,0.03406264460216189,-0.011410028700942453,-0.043351199984848356,-0.03725500871717376
9,-1.0554014145048694,-0.7282360065578793,-0.1658247603868448,0.372202146743892,0.09524870815179613,0.16054919138264137,0.2261864364003164,0.18664643276734913,0.1386155790392091,0.13938849754413596,0.12489203661128277,0.19549388214051464,0.1114910160587454,0.18189684740100964,0.09186058530867937,0.09057565880884218,0.004075539955807146,0.06435836543486458,0.05257296339893409,0.07824284201625716
