,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.5134777023126604,0.5208557429167138,0.8212574124447591,0.8647889097486453,0.9435242500594437,0.8651589243463297,0.4737621419044395,0.08670376746134076,-0.020093208948730845,-0.1194145588767236,-0.10440696273092114,-0.10396937762257703,-0.057598426950795645,-0.15292464595912697,-0.03578052653879768,-0.05283571477953377,-0.031330145574594945,-0.08942120127019308,-0.11488032614239947
1,-0.7100122191100515,-0.6833077258955654,-0.3386083714000616,-0.12633263784747514,0.2145213680393997,0.14210527742430232,-0.1698491980137132,-0.10440759707590497,-0.1246541388596612,-0.24292326630278693,-0.22802578403899837,-0.1837333958338455,-0.3054877421017062,-0.28631402720663335,-0.30169554541271826,-0.2153865145564996,-0.24915205138062227,-0.2701490101476009,-0.20202246507127283
2,-0.9181556751942919,-1.052659808713999,-0.8767902237803563,-0.6704246259253535,-0.5042466512806172,-0.2047457847061277,-0.23488041432884155,-0.40363639719791033,-0.3392772001365681,-0.22778299283096118,-0.20743291494461283,-0.2878115231431045,-0.23219657510100025,-0.2453738204075933,-0.25116160434536394,-0.26596065869013374,-0.17899429596488195,-0.1649837269524859,-0.230600676200445
3,0.530221693519005,0.17371405823551012,0.09948508476037465,-0.18526596076715268,-0.2800101000195176,-0.0923992718856238,-0.3407359559557834,-0.28347600154825064,-0.04110911075329593,-0.17155377031432273,-0.08856602032431533,-0.10566473161808765,-0.1262602189547349,-0.16747062632304038,-0.08150197379657047,-0.07315984448716235,-0.053340602095746065,-0.06598656859552049,-0.16614895163920826
4,-1.0950722510484692,-0.8269784645875731,-0.8487638026999761,-0.9219718515862575,-0.8334369286450312,-0.8512177368793238,-0.8096419642032396,-0.7308647535874596,-0.6005412007906852,-0.5458154142766861,-0.520719474698594,-0.3954294329188617,-0.38377128608099503,-0.3354391240407336,-0.40204482875349135,-0.34542455469162975,-0.36839016746835923,-0.3212561489520597,-0.34862261974361025
5,-1.1986696006953843,-1.0727638576348786,-0.8146017680054881,-0.7807553213189767,-0.8266340513089063,-0.6854982181793456,-0.6575113935804524,-0.5670201696238254,-0.3819904676462838,-0.4086106905811744,-0.37266009520642274,-0.40426338187712574,-0.3639804542746098,-0.3396878037951963,-0.29155664160572914,-0.34368129711832535,-0.4052636852400885,-0.3978826881763995,-0.3348722452105486
6,0.40103182725508646,0.17947077462065403,-0.36558610886597903,-0.4713746966110214,-0.4258557903616436,-0.32927466106653047,-0.1770644392052847,-0.24201221060103303,-0.23114223579749457,-0.2038771181892806,-0.18926813417555696,-0.14598377773350613,-0.21331243508397732,-0.09763566982403428,-0.12117062304607444,-0.1825984328526741,-0.2005591023151081,-0.20071468550122665,-0.15716572155341244
7,-0.9336920083139615,-0.9351479729741978,-0.7240007702203844,-0.9015975045591919,-0.9230707408779719,-0.8366016378124748,-0.5708063195031257,-0.15516009732866518,-0.2254525485144793,-0.1882498086754475,-0.26566697879105233,-0.3239853519068337,-0.20176705866123854,-0.3164721546350795,-0.2468008074004306,-0.21324469792895784,-0.283937154635864,-0.2995291387795675,-0.25176521682392644
8,-1.1405240835474422,-1.2098187258979851,-0.8018232563378472,-0.9063607638714196,-0.7563492746520956,-0.7444149868893918,-0.22351369857700698,0.0034962120662545993,-0.11082761887258331,-0.19474515213436863,-0.2535210041807915,-0.20227823942459333,-0.2533992135122844,-0.2695644690649619,-0.13340533625138665,-0.28274249148203867,-0.20030255661623855,-0.17012896021643456,-0.21485833035489024
9,-2.4213536279550327,-1.5295099356502384,-1.135330740731226,-0.8697481334332637,-0.8342406942462781,-0.7252804594147563,-0.08992992503073291,0.06407093364856675,-0.15609680144621788,-0.12524467503701553,-0.13207522272132266,-0.20353902347622477,-0.14104946735107593,-0.22070962701618924,-0.1965956757263762,-0.19954424877893842,-0.19204241049332918,-0.20782659398656658,-0.2203239312905709
10,-0.9787017389229693,-1.0281996317159774,-0.9453614010363162,-0.9292961705794359,-0.9625213701974097,-0.8208437066436248,-0.8878648950438753,-0.41667148105607793,-0.15122008019723154,-0.23710741274983713,-0.3167239066171,-0.3166317652470147,-0.2532132209098034,-0.23114425845162845,-0.22073210669339258,-0.23593912303819595,-0.3102059480899361,-0.24711590660011626,-0.2503539899650903
11,-1.6441234850837478,-1.1653724970677963,-1.0826862485338982,-0.8807767584381321,-0.6101233397329932,-0.4035444696660824,-0.3932131684350669,-0.1324734836586577,-0.22966259554845153,-0.3398726896606327,-0.17997797332115625,-0.33290153991182825,-0.43660930092406075,-0.3908531906595406,-0.2715932601095615,-0.3626689730132605,-0.37041311773227004,-0.32369523196509903,-0.43995711237105545
