,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.6648965073702973,0.6549037855528355,0.5253791532076596,0.3531772360814019,-0.03602336833602126,-0.08579795076826197,-0.07737022411996679,-0.0881798137007495,-0.10264357119574476,-0.1328380179505983,-0.1342418271760554,-0.12202993064739531,-0.13242670125061226,-0.15367103589390463,-0.14918293812669817,-0.15564579798989128
1,1.1752375232606227,0.8662750670576443,0.5358437116718301,-0.16705850563343225,-0.10350719234449413,-0.00930872781921317,-0.19427193545383784,-0.09223894921770714,-0.07172733028034305,-0.058404735042395815,-0.07678934799011246,-0.12623782787147975,-0.019570598553414906,-0.09599617853717282,0.06449128370056445,-0.04110141575423267
2,-1.9155159623304425,-1.2422141589163826,-0.5940972482566076,-0.20911650231786902,-0.16486698244193085,-0.25604703216961666,-0.2829466243822809,-0.25644144587758444,-0.21769048237529143,-0.18075997225245952,-0.1707091356624264,-0.18942568698802417,-0.19982391355174833,-0.16301122930328096,-0.1815653279812109,-0.17215393257972286
3,1.1056007279499407,0.8386777250697648,0.5518240549409207,0.25145423601853095,0.31050230777640625,0.21673500519838326,0.12330727937194774,0.07816955409605876,-0.02255468685171759,-0.05163838309083475,-0.07316739695420167,-0.11332052354981614,-0.13553923352397063,-0.15592364895828845,-0.17553691453889253,-0.15947609408025135
4,-0.6717399599742996,-0.8912639151975584,-0.7022482786007188,-0.468726649192417,-0.3996542197836222,-0.2523829806271304,-0.23390098086389077,-0.19044892591583473,-0.1029314563742547,-0.1408709541574012,-0.13868110136065112,-0.10685050521575573,-0.12759404277892084,-0.0988275262668833,-0.08941515155249558,-0.11093641523955848
5,-1.9333968227031326,-1.3084911085431246,-0.9659108643679063,-0.5738779062622427,0.044681128482937045,-0.04669991623988461,-0.034063630234508,-0.05374289489770343,-0.0672193560351555,-0.0670317881298554,-0.08933237936163947,-0.10008382905036547,-0.09348950509750481,-0.10574351416704018,-0.12316030299746557,-0.12318082431106318
6,-1.4437051570651818,-1.1731617539162378,-0.8886798073031698,-0.8188065345308017,-0.6141754818775271,-0.2986197904617163,-0.2729602335413444,-0.2721527058118926,-0.24353140342697638,-0.25854729774425816,-0.24680372612172555,-0.2518581871724993,-0.2658166813787167,-0.2270038630737428,-0.22973560024053558,-0.23983637573604089
7,1.2105518422710182,1.082035716226584,0.9488337240292325,0.8188216513653618,0.24674301928334152,0.08319119376190436,-0.0858563292519817,-0.11666661189833512,-0.11564408771530611,-0.1061427703662172,-0.13530206640375042,-0.11690232282141903,-0.10548729777668048,-0.1114394186193438,-0.10862366560799423,-0.10194037896449101
8,-0.17105745634661007,-0.6421134846256015,-0.6521886333953822,-0.6252623206865164,-0.584009220120593,-0.38298546344210854,-0.2903250871926356,-0.2854320708002678,-0.23329026148451196,-0.21494751127482956,-0.22133407213394227,-0.19976813972810656,-0.21187417469319278,-0.1968314264495971,-0.20333244228684222,-0.19100314622677642
9,-0.33084842421282357,-0.19648167800197244,-0.08668544064368813,-0.21727402645872118,-0.08912777360805932,-0.1555276963898586,-0.03737784288784482,-0.07899789738250612,0.09545314170896536,0.06565953540166926,0.03710730739042274,-0.02372458045169843,-0.025920814673197835,-0.036769050681552624,0.15530217419197587,0.010393104265657144
