,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-0.670279563346472,-0.26909692794945483,-0.5672355642403373,-0.5185077432938856,-0.31211459887650356,-0.3982660878529205,-0.3036209836001388,-0.3036209836001388,-0.35725155465741754,-0.4075040630418951,-0.22787221672078342,-0.31728364492906974,-0.3289459428052321,-0.2681983782428502,-0.2681983782428502,-0.25419856773854876,-0.1584790835933928,-0.15715783505425265,-0.12821486423899117,-0.10525832264496085,-0.09355887651123179,-0.09263678490458556,-0.09263678490458556,-0.08820960227485126,-0.0784529388448225,-0.07878219165096816,-0.09802706716290545,-0.0683979903428336,-0.03690055349580636
1,-1.2370265165478405,-1.525883121194718,-1.6378559282090983,-1.1804668197552741,-0.825446263288553,-0.7177677932705754,-0.6306373120174077,-0.49520576304132813,-0.4762203201405792,-0.4878662152283396,-0.4472845913567762,-0.37478784502224427,-0.38983106744844,-0.29898607039293884,-0.3422083872054368,-0.26030088820061564,-0.20074631641638654,-0.20268178808193849,-0.14551662983000857,-0.19133725019583098,-0.206697173397946,-0.15176425471319988,-0.12468971733399487,-0.19086686330409755,-0.08026118637748182,-0.12490017944039493,-0.12293386048813768,-0.06786071581373276,-0.13167575094084139
2,-1.769626271229094,-1.6225063870001057,-1.2861638449361135,-1.0922228115858426,-0.6514325935090389,-0.791145797078744,-0.5774030546001901,-0.568851007148878,-0.5379272455685462,-0.5212669227843307,-0.426585940720963,-0.4697018919045631,-0.4175595800015909,-0.3959742679191132,-0.3097433249048914,-0.3649596228825739,-0.2886721495333542,-0.22005729599978907,-0.3368521281716064,-0.2938658617889828,-0.2764069885621271,-0.28991442523263183,-0.3433591235217575,-0.27995710440733795,-0.24174850815115315,-0.23728143093916987,-0.26515558699650055,-0.3105999949031278,-0.22380109829222825
3,-0.53405727907831,-0.31623519125778987,-0.01668325473475832,0.031492396428976714,-0.10474716166429966,-0.08258329290422116,-0.08436594001466463,-0.13495531480765524,-0.10373853436538734,-0.09023093683205717,-0.12100124038857613,-0.14057009951604205,-0.10450550200396667,-0.11671286554003675,-0.09018102570722135,-0.09274893936392914,-0.058948097122909764,-0.05375600033954684,-0.036829240458449194,-0.038101942201782014,-0.0252762221282284,-0.0445260312805088,-0.023259870015868822,-0.020250896210817194,-0.0011885360141008557,0.016135213460836597,-0.005608695708894753,0.026181146527982632,0.03340148438002064
4,-1.5683332720840197,-1.363603398298156,-1.1842444301183477,-1.079891576593168,-0.9555422685523957,-0.7174924744855434,-0.5302537071831569,-0.2515704879049533,-0.2371204499719354,-0.32014164176137205,-0.3164017846184467,-0.32903657477628867,-0.27149129664054356,-0.24280543359771145,-0.2230386810114532,-0.22193205066983016,-0.1995638072604475,-0.18953438170153825,-0.1283724276133597,-0.15269163552507828,-0.13927621834804135,-0.09940986690786552,-0.08668013422536253,-0.08856545989189346,-0.06602141495822031,-0.08294337656971291,-0.020246013109999565,0.03481070297271422,-0.05334682959048549
5,-1.3704465040641667,-0.908919669149917,-0.5995181584966502,-0.37139802007786243,-0.41910528274186326,-0.40050553537674005,-0.39471024175775976,-0.3459016604694092,-0.3564319607232734,-0.33661429725142683,-0.32876091579105826,-0.27120505674531703,-0.2811656522236482,-0.24199913634219003,-0.19864214660319493,-0.21769358885555246,-0.17669671916421298,-0.18532849740119556,-0.11557985978310223,-0.1292050287171063,-0.10346618661508952,-0.09571836526901159,-0.08264002380077429,-0.03359099069885464,-0.00710502121747194,-0.02662610405743604,-0.019194483460343557,-0.022706921134457766,-0.020690941255923002
6,-1.274227449294989,-1.466943725090447,-1.0865707837048608,-0.7040308269480764,-0.4269142579495968,-0.429116387788806,-0.34851006937431944,-0.24714287666013263,-0.30576641978471714,-0.2576167844151162,-0.17737938952059748,-0.2058950490835866,-0.21885524025174496,-0.1759993250301651,-0.18508318464042173,-0.10514535406544498,-0.06951111961283958,-0.023289760720116775,-0.022125650246567,-0.04741799712305922,-0.05379134058096551,-0.0338904177893999,-0.04465550144677968,-0.03431668227375405,-0.0010978833746420732,0.028687030109471635,0.020113180646529623,0.04508255413233707,0.017645666936802674
7,-0.1533621821576251,-0.31761909652632664,-0.21746065200179263,-0.3671155982115648,-0.40417191076833925,-0.37962125912525946,-0.3531029605031555,-0.2277793183394749,-0.22118636330366986,-0.2405229930918981,-0.19430551086418799,-0.22221319958436206,-0.1664513038886979,-0.16541592005392491,-0.12252292664813806,-0.124169464441751,-0.09264237323742293,-0.11355106904425355,-0.08498135388418838,-0.038024484785240516,-0.025944877951816582,0.015992523572214944,0.02179249274385489,-0.0021288890502089543,0.043041411510239234,0.031367003509519334,0.04768457167861828,0.08292294423767733,0.08000260846949762
8,-1.272070068111778,-1.201124407625566,-1.0479234155879116,-0.9121145303675346,-0.7749399455819873,-0.510729269779036,-0.4873676090948961,-0.447154570349478,-0.3884068410394074,-0.35619132399130377,-0.37509159078075277,-0.3773532044957331,-0.3101525632777709,-0.32041920153938275,-0.3033185262262584,-0.24639139097716214,-0.2569627208615785,-0.2272529079045613,-0.2117551708343154,-0.17091611424155848,-0.16447606903870124,-0.13666283899308335,-0.10071529824493208,-0.17723529980390276,-0.11223127764063931,-0.12309751607604878,-0.06942378820958638,-0.0727411633755666,-0.06801327801722222
9,-0.8935582742009662,-0.9349024790560713,-0.7531361507673202,-0.32874092785701314,-0.39728680665242927,-0.42735487178900905,-0.4361030336320094,-0.40212041409321003,-0.34824219036006065,-0.31991981639152167,-0.3055695035593595,-0.2855532570998424,-0.2586575462493002,-0.24442649873876973,-0.19764866775561096,-0.20930639750763172,-0.19292725628209875,-0.15779723905162657,-0.15746834566781878,-0.11134594951964905,-0.09556301430375248,-0.07945831620781484,-0.06651789429445039,-0.05886609573344862,-0.05686298731381141,-0.04841417129533033,-0.03507540126453783,0.004402083002018744,-0.007296058523251535
10,-0.8484628371491745,-0.7385994652023,-0.7631379834544472,-0.3005581506351031,-0.35676076680442903,-0.3097339231727515,-0.22758640320841816,-0.2434253971818578,-0.19812827333593738,-0.17094255885834386,-0.12629007118895058,-0.0950877249640675,-0.08570268308162818,-0.07754424254657893,-0.07581822804219383,-0.048265100742435174,-0.0473969944019506,-0.020639910923565288,0.0033941934870631994,0.012839068360418884,0.015031996963287782,0.03275210110385461,0.0006998375901911644,0.005995735290722474,0.0383087919922678,0.08381293728620706,0.06705061681256226,0.052281624524640885,0.08842424696299911
11,-1.0287675859879406,-0.9973586032737766,-0.6758621214431766,-0.6113172196672509,-0.5577621949912236,-0.5132976629713588,-0.42421704381837977,-0.46439664901721,-0.4060739266813865,-0.4249182924706057,-0.4375692038836281,-0.3115597580813572,-0.3061449282726137,-0.29556838641748484,-0.25687305566167656,-0.22126675453856387,-0.20441869223881923,-0.24223719618415318,-0.2410613480277225,-0.1918773486754678,-0.1567932097875415,-0.1313208942169067,-0.14333163437053606,-0.1296525806043483,-0.1578771640067851,-0.10912969916740409,-0.12517381659443752,-0.09826421890333605,-0.16880332358454128
12,-1.3005682126063307,-1.1972492805218569,-0.8795048302339256,-0.7224994489863252,-0.4596028716806463,-0.4211393923597134,-0.32861965141416644,-0.2967225687023994,-0.2168744842806178,-0.24638474412613262,-0.17497609375491943,-0.13705713766606265,-0.143683115446875,-0.09900562786744867,-0.11895869488552968,-0.07862264775680032,-0.10025500601985206,-0.08292971953379606,-0.007965386781140737,0.013159933135465476,-0.0360261823477339,0.017075456065132565,-0.025718769647405347,0.013406015781867796,0.04181289790441535,0.01958432869214182,0.05728069280207057,0.035132666028214576,0.056590957319102
