,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,-1.1924664066446038,-0.7987339906217136,-0.5508345317116646,-0.5430726992841066,-0.522739939415743,-0.4086344159204171,-0.38639482292122834,-0.32711859346170324,-0.30641946885588384,-0.2866530653540348,-0.2737538848913192,-0.24237394653550404,-0.20554909731966492,-0.17778182099857656,-0.15251352653310343,-0.08733280123617496,-0.12354949788490427,-0.10244413421289474,-0.06527780024796774,-0.08559670478005794,-0.06409341233018975,-0.05726412717179799,-0.03591356593010077,-0.013022989990244921,0.0006642124637451065,0.01665570978482013,0.014193693326826812,0.016349944102508798,0.04876582664485098,0.07477190582816527,0.052749516959064414,0.013865689926456707,0.040159421007374824
1,-1.3866567717194118,-0.9915057781328596,-0.9471860103785072,-0.7789040266049311,-0.6052849315846638,-0.23024673605944426,-0.24102477825504354,-0.22277499964760444,-0.20467371621235694,-0.18573221501077725,-0.11975726919839433,-0.1248937331730614,-0.10071774050070273,-0.09218937760512645,-0.09935337830519751,-0.06120668051117066,-0.07066578545216824,-0.04870828799765408,-0.03310305491303848,-0.04670755146884228,-0.025626716132277627,-0.023086094352084953,-0.02359619301112692,0.01726695258676207,0.006983918676651384,-0.007742693631352575,0.017624232188447525,-0.002488142286330626,-0.00021060576454619,-0.0077090945345136275,0.025079700275515683,0.012168085119540182,0.0340658060164489
2,-0.2389857126893199,-0.5087827993616586,-0.7613876655466618,-0.7469891449063185,-0.8609314119336605,-0.6977187376925179,-0.5810586118508367,-0.5681011259749532,-0.5344797574785978,-0.5903550797261568,-0.5031839860747315,-0.4839426410749174,-0.5368912291313511,-0.4902111600161156,-0.483038607143618,-0.4632315800777878,-0.4393312759179427,-0.40248493666621676,-0.3996624674106994,-0.34790701120442025,-0.3350076839821236,-0.3317527834638512,-0.47016758162450795,-0.2775961457721189,-0.33328791537210706,-0.2848560791181823,-0.25148204752267206,-0.26777651845441264,-0.2817154500668594,-0.3476259481655468,-0.27386210032064884,-0.2096746861532878,-0.23909440097681825
3,-1.4684804987629265,-1.0819593090226909,-1.0604009695780476,-0.894911508070061,-0.8534432403281027,-0.8050900741575256,-0.6687010388309638,-0.701073546602152,-0.5548631660322552,-0.5412563173112399,-0.557015719448248,-0.5740125562662236,-0.4914222608945567,-0.46105280303574153,-0.45293265105799774,-0.42090369020765067,-0.41440333037080007,-0.38142820202217975,-0.3337163347115236,-0.31685112153611295,-0.3499160983865009,-0.31533032546080786,-0.41501977247865407,-0.28138808309492824,-0.2656155092366639,-0.345352658471352,-0.3050359614086723,-0.2515649135892464,-0.26057583655133015,-0.25101413344671264,-0.23482645738950184,-0.19351502553991384,-0.2293205743042679
4,-0.5597947351199635,-0.1368855906282701,-0.2781248401158149,-0.1187155820756737,-0.028022672465773002,-0.2304732942311004,-0.11078965338867312,-0.10778818566788122,-0.12964825895501672,-0.1212601981960853,-0.10690309387372382,-0.08067761639966992,-0.07259271408074379,-0.07359632678444482,-0.12045486084645113,-0.072969289815944,-0.07475674652928052,-0.09902833881282286,-0.10504389446034113,-0.04358734274590317,-0.02321488563922125,-0.022145360303264697,-0.012824199939653422,-0.02360575116615292,-0.0034308636232747458,-0.008651723259209914,-0.00578796765965904,-0.03900484770994228,-0.014751927868214316,-0.01027770901019164,-0.010711437236755364,0.01901346837232157,0.043265245238516686
5,-2.0614125497367626,-1.224141712317683,-0.9782055991784877,-0.8380247426642016,-0.789567888239716,-0.7545538292997128,-0.6761252730910755,-0.672766281981992,-0.5459478268758696,-0.5669427775996362,-0.47471032597330737,-0.5320364406003106,-0.48270306874968033,-0.46758256260309716,-0.47376164227494005,-0.4031517389041383,-0.4066340213353133,-0.3825592542223802,-0.3377688734925855,-0.367335021226234,-0.28555537718821017,-0.3258408728404277,-0.3107014473962341,-0.30265109751390074,-0.2631726042577674,-0.24485148563109596,-0.25554561238644186,-0.27372888392350453,-0.2361231632396242,-0.22832188684700516,-0.17365180117239273,-0.20509016478406605,-0.18964704171853797
6,-1.3855240535710815,-1.3499735636867558,-1.2370895258285355,-0.9383986148294805,-0.5728927143504537,-0.10659746298480569,-0.06099671189723174,-0.08063405305203786,-0.08196991371508935,-0.07483405438553196,-0.06823465397030487,-0.06870045520332509,-0.0799452699345218,-0.044542318910542826,-0.06780413607820276,-0.0697595252724832,-0.04379658821209204,-0.042640265130548985,-0.0409700693438092,-0.04145667351205279,-0.03432813561179207,-0.025562123531708034,-0.029187065609219447,-0.023602393807886018,-0.00821428487813474,-0.004294102662242486,-0.008658257556765268,-0.03952490889310241,0.010593525776273179,0.015439283926437796,0.020257307754213298,0.015481326059501596,0.02390592376542344
7,-1.5232614844388186,-1.0210724963494353,-0.7703166023876131,-0.7236647333030748,-0.6344721503743612,-0.544050854928255,-0.5158353858735416,-0.4994654022365521,-0.4661753146622719,-0.4258528453586981,-0.37853503508246805,-0.3592441338947018,-0.32467029398242897,-0.27793312746158855,-0.26944000437139565,-0.24232364627781885,-0.20021965662994645,-0.2188864112716261,-0.18036949541596572,-0.16141022229159646,-0.1473024890920137,-0.11208467327588148,-0.15010669998237616,-0.16074945531224713,-0.10116354429449194,-0.12218389539761036,-0.12814846442216316,-0.07848756445930477,-0.0730289059999463,-0.08417733981756095,-0.0646201328292244,-0.07260579377122721,-0.07399365305678782
8,-1.1997159268178472,-1.0586902782974568,-0.9349779310927158,-0.8702213671954425,-0.38983663822652354,-0.35581688872221995,-0.3549974559671087,-0.30854057302566246,-0.2809517493317656,-0.2011365278913874,-0.17366827732161724,-0.18737956779944492,-0.1816890049711161,-0.13964856886635565,-0.11825539687784696,-0.10484755680910879,-0.13624624825125864,-0.12230273734227232,-0.11238318979821192,-0.09035743226499378,-0.08591199305054864,-0.08595391996655945,-0.07559841370104613,-0.06963489849804079,-0.03952825499904081,-0.036301167335850905,-0.008326805489430718,-0.04621218579974408,-0.038465434495128056,-0.01316797091246613,-0.017845700063137675,0.0018580534592802004,0.007875618243408518
9,-0.2621412979517328,-0.5008374366474893,-0.5279284736763333,-0.3663328169115307,-0.43030446090114777,-0.3589508597479343,-0.36677193711309225,-0.35804095678251957,-0.28156701538838075,-0.24342704454462188,-0.2539498572479462,-0.22657572037408658,-0.21920111814608495,-0.20850669112506193,-0.18386704734040762,-0.22284935811530185,-0.19589679981848585,-0.2487228856075328,-0.2271802543823305,-0.13060873474537046,-0.17742857064801393,-0.14977985256535398,-0.1822339566522912,-0.1264940105050237,-0.15735048791028974,-0.15496889017116425,-0.1041163476402494,-0.10382977668273478,-0.11716190581196317,-0.10836683948537626,-0.0868001330449234,-0.08380325250717797,-0.08142991911027812
