,0,1,2,3,4,5,6,7,8,9,10
0,-0.454002257426633,-0.06443730879166652,0.07568351911501002,-0.04256552131932838,0.01699887916736569,0.018974071558979278,0.02728806896325337,-0.0032383760596599734,0.010946276354923123,0.02373541691665522,0.02560157488989509
1,1.5182907892856559,0.9682850881886182,0.4042583962394345,0.1594841424149421,0.10122110052170635,0.12949231310134074,0.12064305048858688,0.17057079064878522,0.11368666808581375,0.142643437397821,0.11559408256774303
2,-0.7239235258396582,-0.42059523308333646,-0.33745674300971135,-0.34828544055144445,-0.09676433234144924,-0.06408221914448894,-0.10829471928456498,-0.08094644168090893,-0.05384136440728741,-0.13447558384930872,-0.0638089504925919
3,-0.033941805110072165,-0.3750193862685436,-0.6431552826873747,-0.49011168438697095,-0.25982714711094235,-0.26983460659595737,-0.2509481589278706,-0.24399018920076554,-0.12284685113101096,-0.21122963582753337,-0.20207086150608444
4,-0.2413076966559542,-0.060270569633069045,0.2180585678640621,0.017933382491197476,-0.0058039695789503815,0.05216243674800025,-0.0035847916291111143,0.03743566698402913,0.05352779007240674,0.00535881345339682,0.04854844734813016
5,0.18400964544001897,0.17620058271217057,0.02950666796038585,0.08533729482428873,0.08540910074707889,0.05577878259880699,0.06408007269093788,0.05552652988451879,0.05167538168372917,0.07534173847807753,0.04229741838499731
6,1.6200646397109466,0.8741196145886694,0.5268110182996782,-0.08833222721980243,-0.006411643117317045,0.02208607248126193,0.07834551234258141,0.02447635678687099,0.034533886215802535,0.09604781157567126,0.04343235353303965
7,-1.8635871550685987,-0.9882658019524152,-0.23133667342456404,0.0639131835852362,-0.009049649860363924,-0.06612809918202973,-0.03764635772045185,-0.04877380424076526,-0.051808927967274196,-0.004954079952052986,-0.01697082123663308
8,-1.3264576465646525,-0.8570088782165644,-0.2536718032242616,-0.06521979652575025,-0.07630007238068136,-0.06136915900747572,-0.0606724902463773,-0.055382748790384184,-0.02945262928030516,-0.06532812510304038,-0.09141561921680014
9,-0.8658845309976176,-0.8197152281901262,-0.5560301901661849,-0.18329787803134234,-0.09025918867314832,-0.13018538921992137,-0.09954531012193232,-0.08740610505943819,-0.0640700956206013,-0.09769097280474737,-0.06080375201775181
10,-0.7886205849200568,-0.5496446928429353,-0.19351596287702819,-0.17829678202740212,-0.08897362284724404,-0.048908825625504894,-0.04333137931278085,-0.05132235564136604,-0.05323626212346823,-0.028174348245768324,-0.08680000422766454
11,1.142636207717476,0.7515691214891085,0.4292880579920314,0.05892954661908422,0.09356257443695119,0.11025126102416431,0.1093617916256444,0.16920370646913793,0.13768706926224406,0.1481634186111237,0.08292233274707933
12,1.5185265642823338,1.0825779782480378,0.5616658415180519,0.09134174174558353,0.06768599338224246,0.08640922096117931,0.07127885788418144,0.18471673470824712,0.009173974383825658,0.13031837301025934,0.07225388279827007
13,1.316378957829907,0.7697133042694453,0.26018941341806884,0.12149753129715386,0.01296758629976992,0.11657725806461877,0.06362164592150399,0.13157277289238925,0.2102904804707395,0.16411152885769084,0.11605803467704924
14,-0.4116975565376694,-0.05064116430910611,0.039672262445875184,0.03933242257103621,0.008098923856719634,0.006861919689538291,-0.0047401661558478326,-0.014275705660428501,-0.021968051194341635,0.010113144355758127,-0.005883562654063581
