,1,2,3,4,5,6,7,8,9,10
10,0.026383333333333335,0.23351825396825393,0.3763926845600222,0.4677351486063103,0.5539743637763191,0.5593697175772536,0.6183457489005808,0.623836790089331,0.6502740335323222,0.6576232642151646
9,0.033266666666666674,0.26983452380952394,0.4129484038020798,0.5004332313367349,0.5554585800079934,0.555661448019916,0.6385539675908761,0.6595398405587837,0.6672897906204805,0.6648609845759482
8,0.07016309523809526,0.2922191919191917,0.4098709576324643,0.5117878256565102,0.5457638664616528,0.590200714223276,0.6546395507244226,0.6812468267493765,0.6885197867626096,0.695622461508429
7,0.1330377705627706,0.36154950604950603,0.4750702651605862,0.5222470418647251,0.6180674179867435,0.6118495977060454,0.6460420308104472,0.680592750484996,0.7153072749341823,0.7366536041989811
6,0.18252572150072158,0.397550472785728,0.4954224287331031,0.5651204565901803,0.6170388563426222,0.661112300720152,0.6946812799860316,0.6769525613612369,0.7365959146319321,0.7509121142216238
5,0.20623280518501105,0.4074056052514677,0.5450154294317608,0.6202432194740641,0.6494609400498486,0.7086928324422241,0.7451674193412378,0.7224716774499512,0.737828573314505,0.7563431212577038
4,0.24701338116069993,0.4484865678426209,0.5779592920569386,0.6369316470148086,0.6692934046641273,0.7135125087383077,0.7555603332067626,0.7561120371869372,0.768030139468255,0.8090089936948752
3,0.21861081059844797,0.47672930027527716,0.6140221387646095,0.693774895906188,0.6946567943786284,0.7496358417479326,0.7726414333904894,0.7602346058586134,0.786975454622508,0.7962032064333334
2,0.34243831371515154,0.5677948750632609,0.6744849539024014,0.7170661978941217,0.7609451163572472,0.772307194182687,0.7964087920045839,0.7763477041059105,0.8021520022095037,0.814534114838479
1,0.502209185105941,0.6722209058711848,0.7416413678241907,0.7742814492358459,0.7777705988605635,0.8061882780592572,0.820161999406407,0.828744159639208,0.8242186719624838,0.8273503774683284
