,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-1.4375437432419509,-1.1909504178481014,-0.9512354511937244,-0.8109346683889033,-0.4679598926900351,-0.1730135657176029,-0.0867038651620601,-0.1205797714251919,-0.1371693963982018,-0.1157338371538916,-0.122079901698017,-0.1193680143771015,-0.1111489065005505
1,-0.1614205981912221,-0.3590084147146133,-0.0151047874574309,-0.1426113883961153,-0.0469402322438545,0.0211033163401842,0.0109860028827546,0.0693990987191222,-0.0016018369976295,0.0069602991093244,-0.0199069778993632,0.0264945444212274,-0.0023116182440484
2,-0.8977996045259016,-0.8234138881661377,-0.7680140128000298,-0.8422415915244673,-0.9137516721113554,-0.8112397852321535,-0.1933031296114106,-0.2002037095317081,-0.2094079369316137,-0.1836133609512236,-0.095961893641881,-0.1076884186818697,-0.1265176157284887
3,-1.634334804836734,-1.1251083326401237,-0.8954251405274052,-0.3889816638991376,-0.1978636937189238,-0.1353672113252809,-0.1598477569532778,-0.1261184238864302,-0.1577433617124564,-0.1251217732221116,-0.1274910978934341,-0.2072849945089627,-0.1488958191838977
4,-0.0511333933233301,-0.156448166356943,-0.1669129768777696,-0.2117188478833706,-0.2724072771931987,-0.3007280273280867,-0.2726913261329901,-0.2775420684945794,-0.2705223864333219,-0.2527802958515769,-0.2539227056017641,-0.2073765755904556,-0.2052049928383575
5,1.0112631395146194,1.0943937069188416,0.8629933369386047,0.5361727267386255,-0.1166294542397569,0.010221239017069,0.0048993337343807,-0.0187173497467664,0.0181671953472635,-0.0077951401749411,0.069400121538936,0.024650240630961,0.055775569938059
6,0.7952046022898935,0.615187789085176,0.199627159582165,-0.2695719529443428,-0.1793241485070187,-0.1636524775977122,-0.1025943105021695,-0.0797670324922371,-0.0646200569540867,-0.0272332156511668,-0.0852893621817333,-0.0346408741228142,-0.0185163884030598
7,-1.1598063558726297,-1.0794586064588172,-0.8753420551687632,-0.6350820850585676,-0.4219187641683878,-0.349161962654246,-0.2783063236260694,-0.1677540317691976,-0.1894036633744533,-0.2158870971729812,-0.1779796078503517,-0.2131217026124235,-0.2203216243242237
8,0.3620135225603724,0.1221109878735425,-0.4454355826588115,-0.2261871866892169,-0.2479610992879453,-0.2202240300603804,-0.1122397365652355,-0.1376009732722791,-0.136957779444492,-0.1114497616392332,-0.1106500451819972,-0.1089011852064273,-0.0680271905754516
9,-0.825968623670226,-1.029094415895869,-0.8130867642414156,-0.6449210720930151,-0.5078465733303155,-0.4754057020245973,-0.497245117251882,-0.4411970976435261,-0.39698830612679,-0.4104835365270892,-0.3848272228710204,-0.3692602088009525,-0.3562537843970574
10,-1.0486382989441476,-1.1666918159385429,-0.9453853023795262,-0.749131110739294,-0.4488327227643481,-0.2217823384955646,-0.2408459634753911,-0.1241784418803069,0.0182774421816482,-0.0709166082090305,-0.0213755441649742,-0.0764424081402079,-0.01094380412983
11,-0.7121768660502505,-0.9432523612827208,-0.9033872090310802,-0.4697152381781632,-0.416135591916385,-0.3214058209208137,-0.3106754406504158,-0.3267409380484271,-0.2948680985586423,-0.2953577883495103,-0.3081790379167096,-0.2828422584250247,-0.2615606794298351
12,0.4052866667722336,0.2202247755524778,-0.2142179038423438,-0.2741054644686355,-0.2049402926538861,-0.202428138391541,-0.2066129333930623,-0.2009375975069565,-0.1716048994511576,-0.1746271064812516,-0.1768150310700766,-0.1401473540540234,-0.1504375372786398
