,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-1.992501521927379,-0.9845574631386445,-0.8405580793328137,-0.6542380844670114,-0.0077909926218929,-0.1394470927727861,-0.2354136549170075,-0.2633778705795375,-0.2540729435741563,-0.2517805947534238,-0.2786273912152394,-0.3055938094898777,-0.2618061911077368,-0.2863158382436763,-0.2995097286831165
1,-1.652906389497162,-1.2805735448732616,-1.0075489701089917,-0.9817515148514938,-0.9223015638470482,-0.8860168357120569,-0.869464356089831,-0.8544425180363316,-0.7813637766576932,-0.7661041793763422,-0.7675583974649448,-0.7964282000643994,-0.7975853394747019,-0.8042207265873071,-0.799768139859716
2,-1.5546453065034354,-1.0230124053925893,-0.9082205101810544,-0.8075796555363441,-0.6707569096667195,-0.5638091869199651,-0.5229157995471531,-0.3486344579431849,-0.3978628976520115,-0.3779072292440271,-0.3705871372874667,-0.3730877863942521,-0.3876206586142996,-0.3916793819773864,-0.4140774368794799
3,-1.2168002944124885,-0.8152855309453546,-0.6791456618019373,-0.5701467730734647,-0.4209579857812778,-0.4601937569006797,-0.402031849528808,-0.3969472303327923,-0.3840702888317432,-0.3729842799192815,-0.3762188028248139,-0.383640963221374,-0.4321402954699217,-0.3657151204442427,-0.3295146464548958
4,-0.8637103856017826,-0.7034945877235592,-0.6037802537796679,-0.3134562937893635,-0.2907362101675202,-0.3260464674292843,-0.3496565563996303,-0.3367364302871377,-0.3297119527561368,-0.3176845666474697,-0.3270339060837763,-0.3313982440386084,-0.337817103982816,-0.3334177934765873,-0.3158780474456188
5,0.5244895492175834,-0.0577375132824757,-0.4100199645273503,-0.3164843973515143,-0.2650277669265107,-0.3259428622800632,-0.2744556171914431,-0.2870635088165973,-0.2947636291586969,-0.2872008134804459,-0.3042217413073793,-0.3065188797346311,-0.3119705847004604,-0.2966492595720356,-0.2998851447690738
6,0.0554464915786077,-0.0625871143900238,-0.3923089552691289,-0.1927781554035496,-0.2300870528556507,-0.2194746504002997,-0.2220448333892381,-0.2380887547110108,-0.2333762482896651,-0.2521985530627151,-0.2651720257941888,-0.2541909431540514,-0.2557264533112445,-0.2832291274542923,-0.2587318983632042
7,0.582802624123103,1.0741378074925048,0.8061292956921557,0.1816619419858736,-0.200943485149439,-0.2734263739485675,-0.2754522161593263,-0.3053800065387221,-0.2358400440435111,-0.2537846000532153,-0.3102607520186882,-0.2781635379020367,-0.2474736695165186,-0.2728811902361248,-0.2735498337810534
8,1.0157675253253922,0.8210154496038885,0.2101934623986315,-0.3603829085325359,-0.2856535442767799,-0.2091510233538015,-0.2561840365839455,-0.2667847845300628,-0.2831409739789448,-0.2799895670157041,-0.2638225701409715,-0.2885859426251522,-0.2883021648788251,-0.302396718099459,-0.329034224185061
9,-0.3563266346887622,-1.025301594642634,-1.1347806803566094,-1.052156156422579,-1.1285513909074865,-1.011016660902469,-0.9902813566372995,-0.935144363201712,-0.922454282456361,-0.8909817475302505,-0.7739691549216341,-0.803637592038811,-0.7831264705988085,-0.7484262746595719,-0.7255839477820413
10,0.9678182044868292,1.0910539985521954,0.5561476731844568,-0.2402704704218835,-0.2673157477246855,-0.3311813866302501,-0.3215569028417713,-0.2861178174007366,-0.3041519899219931,-0.2930285495832735,-0.2952301034624358,-0.3065329194238488,-0.3371093874393902,-0.3199426830324622,-0.3399208030577583
11,0.0286116994588315,-0.4683180865590485,-0.683419812441357,-0.8167322581047368,-0.7496254883575599,-0.7466391729350645,-0.6146813974770925,-0.7212679351914348,-0.6827036268905211,-0.7500164952274676,-0.7214290431019752,-0.7852935654738641,-0.6712323135629473,-0.7464035851677666,-0.790245255806987
12,1.6554897586304338,1.2215261843823229,1.0511240073575328,0.6965645525729395,0.075948190416838,-0.1326609376515436,-0.0931571694673907,-0.108514543826883,-0.1655992765227769,-0.1559398518356169,-0.1697337869416956,-0.1519614889116228,-0.1949386357781896,-0.1254698617316209,-0.1329716345870844
13,-1.076538897232118,-1.1040925335899732,-0.9924082538061848,-0.8468706452699449,-0.8817716862203188,-0.8259127005124215,-0.8233812834986374,-0.8345325810293748,-0.8145484544414701,-0.7930758935247415,-0.7629330890758048,-0.7687529950298989,-0.7811311676098044,-0.7788930786327212,-0.7682999964843179
