,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-0.8245561675158909,-0.8237302276814533,-0.7119235551544139,-0.6597983435424088,-0.5781704417754723,-0.5586746488947866,-0.5601798637552534,-0.5715678787824711,-0.5550949390101536,-0.5674677462753525,-0.5506418382607522,-0.5594359584985296,-0.5374040951152478,-0.5254703469598674,-0.54146218675354,-0.5428517380146632,-0.5481387539332153,-0.5083440406617672
1,-1.1920418308754237,-0.9695999490966433,-0.8561796580303767,-0.7132489953959856,-0.5236710160209413,-0.48088285045130774,-0.4481839723791598,-0.4569774439581695,-0.4312705957136176,-0.42581772153103975,-0.41189692394088473,-0.3771377137118112,-0.4008065373319827,-0.35186819673491576,-0.3540774742667848,-0.2523002340493318,-0.2893393490100583,-0.28880815997290904
2,-1.1226521269948422,-1.056848360278029,-0.8352820049892873,-0.7457028095184235,-0.6457378983856997,-0.522848473723958,-0.4148191826993356,-0.39337178682798674,-0.4538173282379458,-0.4270099391825692,-0.4520043963452697,-0.4561215453740828,-0.335668778162844,-0.34930599526221146,-0.3335205367443326,-0.36260334036607095,-0.368315780206806,-0.2489475044616505
3,-0.22778653150128092,-0.24810298719751617,-0.33796889769488203,-0.3421681150825832,-0.3821821999000845,-0.4239256454502211,-0.4302496901759931,-0.4577110569849962,-0.4617408429603281,-0.43631110828732245,-0.42883876595569326,-0.4396929514429561,-0.4037518680225718,-0.41748754293774865,-0.4025535544009516,-0.4100472227235365,-0.43375545787608244,-0.4037089974043369
4,1.0634941730025236,0.6233650255033103,-0.05016981048694028,0.12662101541595083,-0.21392434246730063,-0.23591556765809818,-0.17001129988934524,-0.0809086484598194,-0.06705178375600923,-0.1805737908803239,-0.12938036750752765,-0.05983867298347815,-0.11081703824428359,-0.1564400587956476,-0.1139250567509889,-0.18487869229663084,-0.13347666301338032,-0.08399090020898159
5,-0.9565472065854055,-0.8297117166004357,-0.3891636433167596,-0.3794488832427378,-0.08465109517266504,-0.07018898102618193,-0.0739597576322224,-0.10167340729289398,-0.060560268706919024,-0.07222695315457353,-0.0727925774209774,-0.03806014169515341,-0.028195776434929896,-0.08841003909286625,-0.018310412221080645,0.00529294168507152,0.03187929109926699,0.023478196344294086
6,-0.32440142792485616,-0.7899186824650457,-0.5879799557472505,-0.7294051609170511,-0.5341276614028843,-0.31293812688155964,-0.4584048513337109,-0.384297892766132,-0.52519035601587,-0.3849726707433331,-0.41001758922233256,-0.5485055313666941,-0.5670873575287363,-0.5963698055951517,-0.356356836864556,-0.3404757227080514,-0.5635253999616474,-0.40121568528786744
7,-0.04488625985764938,-0.13651364072872635,-0.10478753672508871,-0.2742584946837889,-0.35110522712787895,-0.2911727372036,-0.2967658300030918,-0.2897241784475412,-0.20998791318474255,-0.2785792933802348,-0.17948936139246568,-0.24809322305259274,-0.13477361231230992,-0.19390539108047528,-0.22950309135181501,-0.16879211243651493,-0.2481354069652961,-0.1377198752446572
8,1.035155157149514,1.035155157149514,0.48550942517587853,-0.46268676598012465,-0.4432555632259202,-0.4377972500958181,-0.3806381674057795,-0.43360928647688546,-0.32943778557892256,-0.3585014272185059,-0.35009852827751725,-0.2581287347048109,-0.3519431933388945,-0.38629900588323773,-0.3630737173530997,-0.3149038062643666,-0.3279846930894587,-0.30198984134206963
9,-0.5901358381301066,-1.1160438618747675,-1.2501457244075893,-1.1334014030868094,-1.163099774207927,-1.1729992312482995,-1.176299050261757,-1.0084936961643702,-0.9528923601990753,-0.9095987817891965,-1.0575448052140262,-1.0945313110702337,-0.9683977871862284,-0.9182510975662942,-0.8626433215101953,-0.8523928501654539,-0.8811150972976929,-0.9433996898810932
