,x,y,weight,belief,decile
0,636.9397400158853,91.05729875623794,3.612844693493299,0.12662890009549888,86
1,811.0456114673715,222.7856121820464,1.0062646080596123,0.9918781675636965,2
2,531.9770779615483,470.6390276033518,1.4446622909741533,-1.781044125486872,46
3,400.2534833264689,463.0281583577737,1.5207459804277568,0.808573421284407,51
4,252.99490277005648,105.3061665816305,4.960100195281605,1.2960489711291268,92
5,660.4752171404655,586.3246547401127,1.6547570573267052,1.8148667845090514,56
6,843.9818503205124,251.36608505306313,1.0237350604864253,0.5974090277616319,5
7,620.489284666551,18.974102785318728,1.6862036194437955,-1.2162486835123583,58
8,529.7465227259142,631.5355181148988,1.1280719109775905,-1.5693328021002193,17
9,696.2701643651263,415.3557988262165,3.7415652445457144,-1.0557274577284508,87
10,471.5498225674484,644.1860777536737,1.889810903559166,-0.08813021797813181,65
11,413.6313353743167,264.18152571296747,1.144355334360417,0.7497751042977159,19
12,384.7948253245909,374.7169445374022,11.563711240860076,-0.5235225939426089,98
13,282.72667185750356,213.46750695832174,1.1995070984598761,-0.9643414680487005,25
14,281.77079607176245,144.36192191339163,2.343816026863996,-0.23117700922840412,75
15,724.1432886617692,76.56063304263581,1.1820941170068129,-1.1566974739169538,23
16,571.4244899972052,500.25014876967083,3.9013192883053276,-1.230095758372116,87
17,165.64053990778132,270.4210374330187,1.0276398609105104,-1.1887392284024085,5
18,515.8170166621683,391.4791634903663,1.221792965926052,1.5751865852323337,27
19,488.4880913844306,761.5968652108755,1.5852661336288274,0.7401848642747493,53
20,427.13120679940795,719.5261117955309,4.8438767429165726,1.2784757549056014,91
21,271.2098072848706,252.29121940777944,2.3477335595570534,-0.2487927089510864,75
22,511.82938955190934,306.8663185866393,1.603233635019887,-0.9078627716992917,54
23,332.3950321427624,536.9553995677726,1.159267696699416,1.0158372037877683,20
24,814.7934085807517,239.6932744229928,1.1440583029773976,1.2286094245286818,18
25,218.83935950287182,41.00933472683233,1.1112832298072275,-0.8432677268281792,15
26,318.5473795065535,267.8513834779287,1.2720374651758124,0.9958838176316982,31
27,669.571437262388,382.9653114997597,1.8873278540130503,1.5365881154119025,64
28,158.85538365346213,254.66196181934427,2.4857793980769367,-0.06623328272152662,77
29,585.274524806139,483.27793310787473,1.4353392593659142,-1.6356769046910666,46
30,343.213061491497,549.567948821874,1.0913138098342603,-0.4865025700318102,14
31,660.9492300079077,81.27900663701648,2.283081026121132,-0.9318134354628973,74
32,402.25761762405796,588.3088348330394,1.5526528138441098,-0.5354752811532089,52
33,96.09794626648198,105.97243203723204,8.077307651519453,-0.674431297696809,96
34,274.6933096168361,402.16750278906153,1.4428531297831082,-1.7299265796390462,46
35,607.2555512577142,396.93191334480474,1.3680496229766075,-0.42477094816188365,41
36,539.1620476351703,418.3386275980357,2.2705986938194207,-0.9377062760031515,73
37,617.6008495163283,293.25169016851095,1.3424862333731948,1.8751032364956317,38
38,418.5803116105929,484.6659230051325,1.7644242317128178,-1.0044980284095018,60
39,347.5721815497017,76.40382577279378,1.1651285194576073,-0.7834130292070287,21
40,460.50793837831753,244.38658639362697,1.769645791342806,0.5393640652340966,60
41,448.2908915971924,387.55112206844086,1.403878429542066,0.2731701978716883,44
42,447.9333580610212,191.35845845474,5.100168107259425,-1.6045210743026161,92
43,379.6202791265391,607.2336820773841,1.2117280899494522,1.697950798040115,27
44,368.325609403315,522.5793337205407,1.065344193735195,-0.6410410974572903,10
45,770.6623218355065,262.428197236289,2.165981912168202,1.128923018238263,71
46,875.3806787017302,33.49029337930967,1.3979382014592616,-0.4581883403571583,43
47,438.6038109180214,257.7467870331326,7.717694671479702,-1.2647160286747916,96
48,134.14439594874622,143.9045800842752,1.0453215913764506,-0.8960315470559286,8
49,752.5726228559384,66.69177453376602,1.153286278437225,-0.9397560929711636,19
50,343.8555125216992,503.9694128372676,1.012955791624408,-0.7105296026193719,3
51,572.948516248854,69.63351260469518,1.643280271462861,1.240500272556934,56
52,865.6917582956488,28.806794153121515,1.3453871068290224,-1.7594025906739117,39
53,110.62970749674156,139.87750098298113,1.0334527982212307,0.1975182892771874,7
54,525.2188268472062,645.5500999168356,1.6192692962667927,1.6310690191278217,55
55,502.1789984490239,156.47869983826186,7.093552668254524,-1.3640500965356894,96
56,174.0398920355878,113.61669574475347,1.628063152503,-0.7460614117742013,55
57,470.47405989579886,779.2243124746572,1.3486859317922992,-1.1715896257546115,39
58,336.3259947363504,84.80499654455966,2.7857028198534732,1.2430160616535593,81
59,633.5157569823771,534.3115919722583,8.605545271124804,-0.17697454319163375,97
60,792.7059739921115,144.94601753829335,1.0913692584272021,1.6904487060153581,14
61,656.2754901611594,480.42298656638565,1.2561670736468429,1.4789522197863492,30
62,430.74430812929404,367.04749050726156,1.0051712775447836,-1.3714030261242076,1
63,122.65766573545706,34.88338493461405,4.008460692904385,-0.1231152783508952,88
64,453.3456267102838,242.3019183774581,5.316792663171335,-1.2451905773395597,93
65,702.7674336585706,184.5899760136451,1.837783045680033,1.287056284921211,62
66,349.62116407297816,432.5015129712574,1.0126759008547177,-0.7612387973021204,3
67,505.23559404449094,587.4810241852906,4.182877540074945,-1.1903983143908483,89
68,427.1117067378274,512.7792440946756,1.1159296296288816,-0.91328869475724,16
69,413.312710867639,697.6111502391819,2.5292219964930696,-0.6401364170265686,77
70,623.2648615649838,442.16860414367045,3.3061200190598865,-0.8478400278828208,84
71,907.5662248240193,103.40516876653754,1.0350237179218915,-1.3959083128037284,7
72,468.90553558990985,89.56667528601133,2.1289879097457947,-0.6901819579314883,70
73,503.1372508434089,583.634522234091,1.3775676148117562,-0.9185287063284273,42
74,408.78518734858494,130.15955289471646,11.920297892578022,-1.1853154177311416,99
75,500.6952372632595,316.9727578039663,11.886417842161022,0.9687574425590846,98
76,525.2992585045741,318.7984504259804,1.252416930886425,-0.5313693770852183,30
77,248.28950880499957,279.22325874028996,3.038994703120776,-1.269635144216244,82
78,478.114902069515,498.9578479266077,2.438761035732675,-1.473928896810825,76
79,580.0654354515033,214.2567055953899,1.6444814802736558,1.2631078350763814,56
80,498.312445188647,436.6623078919888,1.0785431430046601,-1.0561658394262106,12
81,316.2630439236024,149.06553946817692,2.279570865988475,-0.6587290160756636,73
82,298.02240835456143,12.592723005678138,7.535401170194658,-1.7641000642621338,96
