,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-1.3507193132757154,-0.915824918888994,-0.6833310843553508,-0.31079861561373534,-0.4210790789149122,-0.2697570148262244,-0.32500687667962974,-0.2818294379165714,-0.28438555497315793,-0.21752882977216287,-0.22963787990788895,-0.2032501077736308,-0.19312548660456777,-0.17731765627152565,-0.16106795743846897,-0.12980631267009046,-0.10624154455954388,-0.1481513277812457,-0.18367142744214773,-0.13851789926868385,-0.06512011736175591,-0.02450623533016002,-0.06493834268224757
1,-0.020485000206128756,-0.4693002663688116,-0.6496289166698702,-0.8691770651763935,-0.7152096314858541,-0.6914851917270076,-0.6236399941000421,-0.561958595157052,-0.5719636343952436,-0.5242853742649977,-0.46786751691929335,-0.4577471913828627,-0.472305670275102,-0.4260941588348173,-0.4163990466500911,-0.374154321426817,-0.37303995857483024,-0.33989822272303905,-0.3536157086749669,-0.33990064553890215,-0.34296731923585955,-0.3255659828686778,-0.3200888779992039
2,-1.1242723430575583,-1.1150009944204942,-0.8526852997403144,-0.8943908337012747,-0.871316401237587,-0.8420215040024909,-0.7450386199123864,-0.7369305365306582,-0.7320534436654186,-0.6747048942063021,-0.7146106903492876,-0.7208777293051172,-0.7190843140883187,-0.7254589899876949,-0.7271975767919645,-0.7444708609895387,-0.7274312521667842,-0.7368281619899653,-0.730600864604707,-0.7511309857551122,-0.7353630550985704,-0.709823434926303,-0.7372012840383482
3,-0.8720161672083299,-1.1334720443047417,-0.8004619558810029,-0.6935386108993482,-0.6281271081396734,-0.40144277274840656,-0.43990314655662915,-0.4266567129969306,-0.38610178769999126,-0.3619008211621011,-0.339767787779445,-0.3146352964564204,-0.32662909715359284,-0.2990947020957485,-0.2847799960331071,-0.3270975266343006,-0.28155137288716753,-0.2418611994416114,-0.26416193178914316,-0.24584736345355906,-0.23179205328849797,-0.22451003112749798,-0.20207227966050106
4,-0.9945463646879705,-1.072336230268065,-1.0924515851935872,-0.8941077471408454,-0.5839910547455938,-0.4723814097507146,-0.4647365313767479,-0.44616769285835545,-0.4447215947194452,-0.3811925959829706,-0.3910535783170568,-0.3633793233768974,-0.3355954929183499,-0.3091918354959266,-0.3208297548519152,-0.3188629067151791,-0.30146105294419956,-0.259089773780028,-0.2234609478942724,-0.2631346934207283,-0.22283452751733596,-0.2487602350409276,-0.20616085126394293
5,-0.9482937050415055,-1.1169541937476917,-1.007763855735568,-0.922240098690753,-0.7608215757006963,-0.6534213544774372,-0.6355118198357056,-0.5385388011529844,-0.5377295339312737,-0.5096156564254695,-0.46201448398085976,-0.45615570111725773,-0.4166468004559719,-0.3681393218445459,-0.36762435872656635,-0.3733248975893045,-0.3308578754989613,-0.3223093247706061,-0.2957857025730461,-0.29453873333402936,-0.28313127447434766,-0.2810187902812952,-0.26324695850708213
6,-0.1905333279212581,-0.2034355591027643,-0.2813124737718326,-0.3347400051169522,-0.2623632129509214,-0.21792791622108135,-0.2807599228820627,-0.29797877221812,-0.2800649957035615,-0.2963049302808215,-0.2951924694166577,-0.2649686400189513,-0.24723810940778132,-0.24297690665711977,-0.24401518127341443,-0.2700462701970857,-0.20342095245425065,-0.2143961852997874,-0.20025363232916582,-0.16032604659219635,-0.17115193487523384,-0.17151657359010042,-0.16456763672576794
7,-1.414746651709287,-1.0090324192710491,-0.7430670855662049,-0.7250270193356773,-0.6641763853315116,-0.430645665519563,-0.5383815818283543,-0.5453712954555606,-0.4922093387376538,-0.4417121936319333,-0.48882640108470354,-0.4064983947977183,-0.4983161756776018,-0.48694777882509244,-0.4650889909465811,-0.41361351328377416,-0.402370364737252,-0.4173497550632768,-0.36705223250651975,-0.34148683709730526,-0.35854477734620827,-0.4533833099645807,-0.46336247312852114
8,-0.8265506868416591,-0.910254436077323,-0.9033285787759222,-0.8882079276398034,-0.7127347778887991,-0.7791351693974631,-0.7008618672237772,-0.5447819759902002,-0.684469975012097,-0.7114868874098899,-0.7038854407765373,-0.6676392090313724,-0.723292348047256,-0.6669607857334354,-0.683998329994744,-0.6640734237569069,-0.7208827000734305,-0.7197379434491982,-0.6861038558885535,-0.671406747443598,-0.7109754081309789,-0.6949088041582989,-0.7126920364451659
9,0.08068475528349783,-0.24687881574888432,-0.5333942462071817,-0.3632484394451929,-0.267719363288306,-0.17093383710421933,-0.24282880251954062,-0.2890782380133231,-0.2442308768750217,-0.1895239797505762,-0.2238772135750303,-0.19090847450091583,-0.23386471267724143,-0.16126084354822307,-0.14916890545820463,-0.17387371000481858,-0.10651842225029035,-0.08610903717368364,-0.11874860918144314,-0.11033909821584113,-0.06305966984222687,-0.08887851862728788,-0.10879514249798548
