,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,-1.21067469562816,-1.0051740684485646,-1.1163124160821516,-1.013690787205717,-0.6998533671246263,-0.19146952612155546,-0.07594119372687361,-0.12661300003884407,-0.08840000604568914,-0.09303916255025246,-0.10118235228801184,-0.07982042834902166,-0.04801908047028507,-0.031152120147578424,0.044414974917638406,0.06179059676650376,0.032229344869075575,0.043477468149756,0.07291915891902974,0.0899145545538289,0.11558049969778383,0.14774308572775904,0.16084143708084617,0.13821259952144804,0.17151476344080563,0.1264262099068336,0.20502866752634685
1,-0.008341507758817257,0.222212461692927,0.5532150921945826,0.7741602464590736,0.7303314123830977,0.4035170362770419,0.29436521300035234,0.19962182419792193,0.17220852086773875,0.19583125606704302,0.210356863536847,0.21594129970363174,0.15363633292807422,0.20206403824944877,0.2586570688038135,0.18122980965799101,0.2812157678285361,0.2768523778732183,0.27911251022824424,0.3684540586391649,0.2840528404307603,0.3566016767271111,0.363413996069976,0.382581196889747,0.3510032228341277,0.37729198987620505,0.3686676672920106
2,-0.5668048492904045,-1.0840977534101182,-0.9832531777163352,-0.853426541201261,-0.7334805236359586,-0.7172558289498606,-0.5845280156475002,-0.577112011292067,-0.5683792933332613,-0.5459663132912813,-0.5104276595402159,-0.4969133245378303,-0.47995731793844426,-0.4313333110625976,-0.44800955849981206,-0.407453423797584,-0.36517754640812966,-0.3629066440530962,-0.3488504425467647,-0.3338265375775559,-0.2753181443037453,-0.25686430703712676,-0.22494683816479638,-0.27124119804322533,-0.22117656021494253,-0.24697108974688245,-0.2730752020355276
3,0.4962546071994052,0.19485906828287058,-0.46846585931148654,-0.4961145398475484,-0.48368082867274875,-0.49635057812719485,-0.46408729931595105,-0.41431537245717537,-0.40650709757459724,-0.3741906405085059,-0.3523518600030357,-0.3368711724658794,-0.30676017681707024,-0.27373637579197296,-0.2286419278142588,-0.22441810113291194,-0.19377239816594954,-0.1882413212111006,-0.1649040326831415,-0.16249431695175282,-0.13252282011475483,-0.13494117264736807,-0.13284759190860396,-0.11462431889367805,-0.11483860624482342,-0.11215974235854381,-0.10151266451041495
4,-1.4492739001039614,-0.7103508431094363,-0.6522847861609568,-0.5046181069303826,-0.5329243381823116,-0.5636371708479113,-0.515107366081134,-0.5155830875444808,-0.47444179214881604,-0.47235020879013084,-0.4424937077880534,-0.37073645009011885,-0.2996817310365115,-0.34973275035004137,-0.4304826069464134,-0.3735670002817198,-0.3184144257537673,-0.3428342174769951,-0.29614240099184364,-0.3112613493819862,-0.16907185478422113,-0.2700157218122462,-0.28300306553600096,-0.2639677759153135,-0.2779604656240946,-0.19994562632302246,-0.2317105283053634
5,-0.9507840043564914,-0.9869958073633341,-1.0016870623381662,-0.9180760518282368,-0.9096535477153455,-0.777577116499173,-0.7466839316513626,-0.6755253182858988,-0.6417943529984591,-0.60739978032579,-0.6090546717820556,-0.5625513107935493,-0.5401311500985914,-0.5092261887246661,-0.47269966349094483,-0.36725614379194277,-0.3979135716517125,-0.4063123566108917,-0.37155930651614283,-0.33888367765542554,-0.3242391507844568,-0.32205577471869296,-0.32331013688881277,-0.2864457919217239,-0.26796458049440236,-0.27213499118417334,-0.2925497622342464
6,-0.9299499914711432,-0.6994173911497834,-0.6585331808254106,-0.5064683521043662,-0.1883051038075282,-0.2206056680320487,-0.1477992554430051,-0.07829004099647957,-0.06453487832492528,-0.018859891087717365,-0.03315346223610002,0.059301564765708616,0.02453101287107834,0.06798661314086461,0.06562936975177312,0.05463287347941126,0.023815429535370778,0.04401213206851237,0.14621099397238668,0.12244358420135379,0.07117505124012416,0.12025175581974493,0.11800142903905915,0.09272840560853426,0.1034116591386105,0.11607738072044978,0.0774368980147295
7,-0.9218772872278773,-0.995797496835215,-0.9557587913203833,-0.41033454608543635,-0.5216387345173785,-0.5117829570963892,-0.42533152309868993,-0.36947861152358547,-0.3809502079104851,-0.40150182028873316,-0.3919330552416152,-0.36543554915775994,-0.30688020378395575,-0.2730008763864529,-0.3042415185960161,-0.28017514206256483,-0.2630838028842382,-0.25282159151469585,-0.1773923685083918,-0.19940093449014018,-0.17099310341741078,-0.15730005151969206,-0.11240239994651911,-0.12107038211073344,-0.13052107755073028,-0.1337460328679171,-0.12059818571839251
8,-1.0108128441480089,-0.76832444461348,-0.7201761200717494,-0.5055357990647279,-0.2489001975832161,-0.23157344322659792,-0.15328552827725297,-0.07224983963344951,-0.05986216387416916,-0.057414724567100964,0.015696107415641047,0.016889898839907658,0.037607269916328886,0.06652635852121538,0.08918573341548437,0.08182463008350171,0.10439825258128481,0.10808243387230868,0.10418241474530335,0.08975541756273758,0.12330791259612672,0.12823268778860297,0.10541704143668285,0.12723747995570953,0.1369696366635435,0.13248341091429833,0.11913349337860327
9,-0.679845622485251,-1.0050807700969397,-0.9000049627168535,-0.7073431573172797,-0.40339137061416136,-0.2050476851020573,-0.09993536018935038,-0.07375357495919599,-0.029376194312149016,0.0016143440989444906,0.008148403451579382,0.027926046000609217,0.027497498999146292,0.042788654733485136,0.06985806559451266,0.0697389442007224,0.07908027323570703,0.07232505875536507,0.0977054184409711,0.1441280377261814,0.14763236313596098,0.1451778047005909,0.17377345695397411,0.13429517960064924,0.10199424646513337,0.16317785940147056,0.14235948292987405
