,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-1.4240443528985256,-1.2125178481243648,-0.8971744848558464,-0.6986945208689571,-0.6494398393926024,-0.3267095691926197,-0.3528897314658538,-0.2932301192187203,-0.24625652310282706,-0.30045025218655935,-0.2714601045229239,-0.2635706649694176,-0.23903384478122636,-0.2005373976568225,-0.2177074435021031,-0.22673951938114797,-0.16933732536270174,-0.21950722448261484,-0.16465722206880243,-0.16887417621997913,-0.21753945829749374,-0.14202008052489445
1,-1.4636334383002385,-0.9731993462088434,-0.9335380749043721,-0.8759792656121629,-0.6215538011679205,-0.5858536257798022,-0.5217993648518299,-0.518061481698825,-0.49668905411312136,-0.4458020163367212,-0.4376281688052721,-0.41594486125163,-0.4080972120721046,-0.4179292274101472,-0.4314627409677196,-0.3981383548480191,-0.3862407131345174,-0.3202426186432925,-0.38925804478889703,-0.35174215102007145,-0.3272602492604352,-0.3603995546644346
2,-0.28834990941122096,-0.4497464467000915,-0.46824044412557053,-0.6640670824374957,-0.8238031187040031,-0.7046193776351403,-0.6523575228678262,-0.660461086428938,-0.6614712859548018,-0.601184378241385,-0.5617471496581415,-0.5604194277046709,-0.6009505082900222,-0.5227457986859595,-0.47923402623085637,-0.4664538778889815,-0.5413367692713867,-0.46837786560033823,-0.5080693593491697,-0.46623854489443634,-0.4826760065010923,-0.4343827669976529
3,0.38846096325796553,0.2729243937622484,0.1020068643459832,-0.27824093433710523,-0.1294057193755541,-0.08187099737680065,-0.00701645661952018,-0.07456066498977762,0.013079825176500822,-0.02681076477617848,0.03728123906965516,0.047114458708988415,0.002415681610750897,0.032902721318933396,0.018993645917580126,0.02705139276437842,0.0063852221480578675,0.005362681343331082,0.06940644917661731,0.05032740014916291,0.13023683494886618,0.08956979171918347
4,-0.30118607371254436,-0.57445649794573,-0.7339967587887799,-0.9050168124439383,-0.7211147747375616,-0.534967126671004,-0.549802456726739,-0.53772533842516,-0.5523043786014866,-0.5096896357395965,-0.49159433519317364,-0.4444103052844914,-0.4682774784189289,-0.47447994953572387,-0.46328239451134284,-0.48705553619410136,-0.460413932253433,-0.4809158801692402,-0.47497572369077184,-0.488210575560821,-0.44655163963402184,-0.4773227484088152
5,-0.4902155299846951,-0.6481650535945352,-0.6254071134624235,-0.28391606493898236,-0.27202933347339564,-0.34832185230218543,-0.30718980066092,-0.32677749323670063,-0.3427008467608954,-0.29370520641241893,-0.3160051612334493,-0.3043446166939703,-0.2629754073865119,-0.3405245963010958,-0.22440518542665763,-0.19410591476999262,-0.22192531101145355,-0.23253425031839703,-0.23691105593335748,-0.23693946975624852,-0.20686075107285926,-0.23761255187049368
6,-1.9989164645021882,-1.1731904707625886,-0.652798630708199,-0.480114393949012,-0.41881429443530127,-0.33271663198044626,-0.2924314872704901,-0.30159965358607405,-0.32458088862698703,-0.3127025958937609,-0.2727529261806811,-0.3166988262299269,-0.32144423018901047,-0.2939960909660783,-0.2284586129593668,-0.23842308314128327,-0.24985528503874957,-0.2371727048481101,-0.25790189925734885,-0.23901621219071337,-0.21719011573987393,-0.23666144264195887
7,-0.8625647708347823,-0.6935362939611271,-0.5833337944917543,-0.5330472100328705,-0.4967469180495664,-0.5314254836014646,-0.4527794675807156,-0.45306392248187705,-0.4329517314349524,-0.4325464856100915,-0.44189303514728684,-0.4469753906490166,-0.4535676555630055,-0.36690276211645895,-0.41917232560860124,-0.4278647698454925,-0.415999099150367,-0.42342283384215523,-0.4346506763619678,-0.4061940076424017,-0.4129267652926905,-0.3989929595979997
8,-1.5655314363511343,-1.35518683531675,-0.9540853408909535,-0.7064835096634811,-0.425704548705457,-0.46785364314274713,-0.4724828108378855,-0.43184114796954426,-0.4638771152324433,-0.45116622787125443,-0.425713599430338,-0.42507468137404614,-0.42497906740837094,-0.38177018087381703,-0.37376796714778016,-0.34550247421158364,-0.36389839128288265,-0.3388418868136479,-0.34929438194360735,-0.3133844278576094,-0.3337532464361238,-0.30707067432713964
9,-1.2527621129004682,-1.2868279525150248,-1.1568663764361933,-0.9530988949234371,-0.41771627735008593,-0.5136419606457117,-0.5632289381844792,-0.6158250465990412,-0.5487799721778361,-0.5052537848391115,-0.48684528041746206,-0.4893152466474851,-0.49955210549498336,-0.4291299815531491,-0.46793123715023477,-0.4312426882615735,-0.44105673653098193,-0.4089484443515039,-0.39117747716691365,-0.4097337238170636,-0.3871049103473644,-0.3776927751535438
